Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Finnegan Lake,Oconto,420600,NE,43,,10044617,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,05/04/2017,,,,,,,,,,,,,
149987017,05/04/2017,,,,,,,,,,,,,
149987017,05/06/2017,,,,,,,,,,,,,
149987017,05/08/2017,,,,,,,,,,,,,
149987017,05/10/2017,,,,,,,,,,,,,
149987017,05/17/2017,,,,,,,,,,,,,
149987017,05/24/2017,,,,,,,,,,,,,
1,05/31/2017,,,,,,,,,,,,,
149987017,05/31/2017,,,,,,,,,,,,,
149987017,06/08/2017,,,,,,,,,,,,,
1,06/18/2017,,,,,,,,,,,,,
149987017,06/28/2017,,,,,,,,,,,,,
149987017,07/18/2017,,,,,,,,,,,,,
149987017,08/14/2017,,,,,,,,,,,,,



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
06/08/2017,15,FEET,12.3,DEGREES C,,
06/08/2017,18,FEET,9.72,DEGREES C,,
06/08/2017,21,FEET,7.5,DEGREES C,,
06/08/2017,24,FEET,6.27,DEGREES C,,
06/08/2017,27,FEET,6.1,DEGREES C,,
06/08/2017,30,FEET,5.88,DEGREES C,,
06/08/2017,33,FEET,5.83,DEGREES C,,
06/08/2017,,,21.7,C,,
06/18/2017,,,23.8,C,,
06/28/2017,1,FEET,24.6,DEGREES C,,
06/28/2017,3,FEET,24.3,DEGREES C,,
06/28/2017,6,FEET,23.6,DEGREES C,,
06/28/2017,9,FEET,22.8,DEGREES C,,
06/28/2017,12,FEET,20.1,DEGREES C,,
06/28/2017,15,FEET,16.4,DEGREES C,,
06/28/2017,18,FEET,16,DEGREES C,,
06/28/2017,21,FEET,13.1,DEGREES C,,
06/28/2017,24,FEET,7.5,DEGREES C,,
06/28/2017,27,FEET,7.1,DEGREES C,,
06/28/2017,30,FEET,6.2,DEGREES C,,
06/28/2017,33,FEET,6.2,DEGREES C,,
07/18/2017,1,FEET,26.1,DEGREES C,,
07/18/2017,3,FEET,25.8,DEGREES C,,
07/18/2017,6,FEET,25.8,DEGREES C,,
07/18/2017,9,FEET,23.9,DEGREES C,,
07/18/2017,12,FEET,20.6,DEGREES C,,
07/18/2017,15,FEET,16.4,DEGREES C,,
07/18/2017,18,FEET,12.4,DEGREES C,,
07/18/2017,21,FEET,9.4,DEGREES C,,
07/18/2017,24,FEET,7.8,DEGREES C,,
07/18/2017,27,FEET,7.2,DEGREES C,,
07/18/2017,30,FEET,6.6,DEGREES C,,
07/18/2017,33,FEET,6.5,DEGREES C,,
07/18/2017,,,25.9,C,,
08/14/2017,1,FEET,23.1,DEGREES C,,
08/14/2017,3,FEET,23,DEGREES C,,
08/14/2017,6,FEET,22,DEGREES C,,
08/14/2017,9,FEET,22,DEGREES C,,
08/14/2017,12,FEET,21.4,DEGREES C,,
08/14/2017,15,FEET,16.4,DEGREES C,,
08/14/2017,18,FEET,12.3,DEGREES C,,
08/14/2017,21,FEET,9.8,DEGREES C,,
08/14/2017,24,FEET,9,DEGREES C,,
08/14/2017,27,FEET,7.5,DEGREES C,,
08/14/2017,30,FEET,7,DEGREES C,,
08/14/2017,33,FEET,7,DEGREES C,,
08/14/2017,,,22.5,C,,



Start Date,Fieldwork Comment




Start Date,Group Name,Project Name
05/04/2017,Data Collectors,Herbicide Concentration Monitoring
05/04/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
05/06/2017,Gary Hougas,Herbicide Concentration Monitoring
05/06/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
05/08/2017,Gary Hougas,Herbicide Concentration Monitoring
05/08/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
05/10/2017,Gary Hougas,Herbicide Concentration Monitoring
05/10/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
05/17/2017,Gary Hougas,Herbicide Concentration Monitoring
05/17/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
05/24/2017,Gary Hougas,Herbicide Concentration Monitoring
05/24/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
05/31/2017,Data Collectors,Herbicide Concentration Monitoring
05/31/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
06/08/2017,Gary Hougas,Herbicide Concentration Monitoring
06/08/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
06/18/2017,Data Collectors,Herbicide Concentration Monitoring
06/28/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
07/18/2017,Gary Hougas,Herbicide Concentration Monitoring
07/18/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
08/14/2017,Gary Hougas,Bacteria + Plankton (Paid Private)
08/14/2017,Gary Hougas,TOWN OF GILLETT: Finnegan Lake AIS-EDR Rapid Response
