Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Lake Winnebago,Winnebago,131100,NE,71,,713352,SE,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8191406,06/21/2005,5,NO,1.5,,,54,,,,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/05/2005,2.5,NO,0.8,,,64,,,,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/11/2005,4,NO,1.2,,,57,,,,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,07/19/2005,2,NO,0.6,,,67,,,,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,08/05/2005,2.5,NO,0.8,,,64,,,,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,06/04/2006,7,NO,2.1,,,49,,,,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,07/07/2006,5,NO,1.5,,,54,,,,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,07/23/2006,2.5,NO,0.8,,,64,,,,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,08/01/2006,2,NO,0.6,,,67,,,,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,08/16/2006,2.75,NO,0.8,,,63,,,,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,08/22/2006,3,NO,0.9,,,61,,,,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,09/06/2006,2,NO,0.6,,,67,,,,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,06/11/2007,6,NO,1.8,,,51,,,,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,06/30/2007,6,NO,1.8,,,51,,,,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/15/2007,3.75,NO,1.1,,,58,,,,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/24/2007,3.25,NO,1,,,60,,,,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,08/22/2007,2,NO,0.6,,,67,,,,,CLEAR,BROWN,2-Very minor aesthetic problems
8191406,09/08/2007,3.25,,1,,,60,,,,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,06/26/2008,5,NO,1.5,,,54,,,,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,07/31/2008,4,NO,1.2,,,57,,,,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,08/04/2008,2.75,NO,0.8,,,63,,,,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,08/20/2008,2.5,NO,0.8,,,64,,,,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,06/25/2009,7.75,NO,2.4,,,48,,,,,CLEAR,YELLOW,4-Would not swim but boating OK (algae)
8191406,07/06/2009,5,NO,1.5,,,54,,,,,CLEAR,YELLOW,1-Beautiful, could not be nicer
8191406,07/20/2009,3.5,NO,1.1,,,59,,,,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,08/17/2009,3,NO,0.9,,,61,,,,,CLEAR,RED,2-Very minor aesthetic problems
8191406,09/09/2009,4.75,NO,1.4,,,55,,,,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/25/2010,3,NO,0.9,,,61,,,HIGH,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/28/2010,3.75,NO,1.1,,,58,,,HIGH,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,06/13/2011,8,NO,2.4,,,47,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,06/29/2011,6,NO,1.8,,,51,,,HIGH,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,07/16/2011,2.5,NO,0.8,,,64,,,HIGH,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,08/12/2011,4.5,NO,1.4,,,55,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,06/04/2012,5,NO,1.5,,,54,,,HIGH,,CLEAR,YELLOW,5-Enjoyment substantially impaired (algae)
8191406,06/23/2012,4.5,NO,1.4,,,55,,,HIGH,,CLEAR,YELLOW,4-Would not swim but boating OK (algae)
8191406,08/11/2012,2,NO,0.6,,,67,,,NORMAL,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,09/14/2012,2.5,NO,0.8,,,64,,,NORMAL,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,06/19/2013,7,NO,2.1,,,49,,,NORMAL,,CLEAR,YELLOW,4-Would not swim but boating OK (algae)
8191406,07/03/2013,2.5,NO,0.8,,,64,,,NORMAL,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,08/02/2013,3.5,NO,1.1,,,59,,,NORMAL,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/12/2014,2.5,NO,0.8,,,64,,,NORMAL,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,07/30/2014,1.75,NO,0.5,,,69,,,NORMAL,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,05/05/2015,3.5,NO,1.1,,,59,,,NORMAL,,CLEAR,YELLOW,1-Beautiful, could not be nicer
8191406,05/22/2015,3.5,NO,1.1,,,59,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,06/04/2015,4,NO,1.2,,,57,,,NORMAL,,CLEAR,YELLOW,1-Beautiful, could not be nicer
8191406,09/04/2015,3.25,NO,1,,,60,,,NORMAL,,MURKY,YELLOW,4-Would not swim but boating OK (algae)
8191406,09/25/2015,2.75,NO,0.8,,,63,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,06/11/2016,4,NO,1.2,,,57,,,NORMAL,,CLEAR,YELLOW,1-Beautiful, could not be nicer
8191406,06/24/2016,4.5,NO,1.4,,,55,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,09/18/2016,3,NO,0.9,,,61,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
8191406,07/13/2017,5.5,NO,1.7,,,53,,,NORMAL,,CLEAR,YELLOW,1-Beautiful, could not be nicer
8191406,08/07/2017,4,NO,1.2,,,57,,,NORMAL,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)
8191406,09/11/2017,2.5,NO,0.8,,,64,,,NORMAL,,CLEAR,YELLOW,4-Would not swim but boating OK (algae)
8191406,09/25/2017,3.5,NO,1.1,,,59,,,NORMAL,,CLEAR,YELLOW,3-Enjoyment somewhat impaired (algae)



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units



Start Date,Fieldwork Comment
07/30/2014,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
05/05/2015,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
05/22/2015,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
06/04/2015,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
09/04/2015,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
09/25/2015,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
06/11/2016,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
06/24/2016,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
09/18/2016,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
07/13/2017,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
08/07/2017,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
09/11/2017,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
09/25/2017,Kathy Propp,Citizen Lake Monitoring - Water Quality - Lake Winnebago; L17A
