Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Spider Lake,Sawyer,2435700,NO,58,,583171,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
46317554,06/21/2015,8.5,NO,2.6,2.67,13,46,48,42,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,07/11/2015,10.25,NO,3.1,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,07/26/2015,10.5,NO,3.2,2.63,13.4,43,48,42,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,08/11/2015,7.75,NO,2.4,,,48,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,08/27/2015,7.75,NO,2.4,5.62,17.9,48,50,48,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,09/27/2015,11.5,NO,3.5,,,42,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,05/20/2016,16.75,NO,5.1,,12.8,37,48,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,06/14/2016,8.75,NO,2.7,,,46,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,06/26/2016,10.5,NO,3.2,4.9,11,43,47,47,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,07/24/2016,8.5,NO,2.6,4.01,13.8,46,48,45,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,08/14/2016,7.75,NO,2.4,,,48,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,08/29/2016,6.75,NO,2.1,8.23,15.6,50,49,51,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,06/02/2017,10.75,NO,3.3,,14.2,43,49,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,06/25/2017,7.25,NO,2.2,5.24,17.6,49,50,47,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,07/07/2017,10,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,07/27/2017,11.25,NO,3.4,3.82,15.3,42,49,45,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
46317554,09/06/2017,6.5,NO,2,8.83,16,50,50,51,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
05/24/2002,0,FEET,54,DEGREES F,,
05/24/2002,5,FEET,55,DEGREES F,8,MG/L
05/24/2002,10,FEET,55,DEGREES F,8,MG/L
05/24/2002,15,FEET,55,DEGREES F,8,MG/L
05/24/2002,20,FEET,55,DEGREES F,9,MG/L
05/24/2002,25,FEET,55,DEGREES F,7,MG/L
05/24/2002,30,FEET,55,DEGREES F,9,MG/L
06/23/2002,5,FEET,71,DEGREES F,9,MG/L
06/23/2002,10,FEET,70,DEGREES F,9,MG/L
06/23/2002,15,FEET,69,DEGREES F,9,MG/L
06/23/2002,20,FEET,64,DEGREES F,6,MG/L
06/23/2002,25,FEET,59,DEGREES F,5,MG/L
07/26/2002,5,FEET,77,DEGREES F,6,MG/L
07/26/2002,10,FEET,74,DEGREES F,8,MG/L
07/26/2002,15,FEET,74,DEGREES F,8,MG/L
07/26/2002,20,FEET,65,DEGREES F,4,MG/L
07/26/2002,25,FEET,59,DEGREES F,1,MG/L
08/16/2002,6.56,FEET,,,7.8,MG/L
08/16/2002,,,22.6,C,7.8,MG/L
09/08/2002,5,FEET,71,DEGREES F,8,MG/L
09/08/2002,10,FEET,71,DEGREES F,10,MG/L
09/08/2002,15,FEET,70,DEGREES F,10,MG/L
09/08/2002,20,FEET,69,DEGREES F,6,MG/L
09/08/2002,30,FEET,61,DEGREES F,1,MG/L
05/04/2003,5,FEET,52,DEGREES F,7,MG/L
05/04/2003,10,FEET,52,DEGREES F,,
05/04/2003,15,FEET,51,DEGREES F,,
05/04/2003,20,FEET,48,DEGREES F,7,MG/L
05/04/2003,25,FEET,48,DEGREES F,7,MG/L
05/04/2003,28,FEET,48,DEGREES F,7,MG/L
06/08/2003,5,FEET,62,DEGREES F,8,MG/L
06/08/2003,20,FEET,60,DEGREES F,7,MG/L
06/08/2003,25,FEET,58,DEGREES F,7,MG/L
06/08/2003,30,FEET,51,DEGREES F,3,MG/L
07/12/2003,5,FEET,70,DEGREES F,5.5,MG/L
07/12/2003,20,FEET,66,DEGREES F,3.5,MG/L
07/12/2003,25,FEET,60,DEGREES F,1,MG/L
07/12/2003,30,FEET,52,DEGREES F,.5,MG/L
08/02/2003,5,FEET,74,DEGREES F,5.5,MG/L
08/02/2003,20,FEET,71,DEGREES F,3.5,MG/L
08/02/2003,25,FEET,65,DEGREES F,.5,MG/L
08/02/2003,30,FEET,62,DEGREES F,1.5,MG/L
10/05/2003,5,FEET,49,DEGREES F,7,MG/L
10/05/2003,20,FEET,49,DEGREES F,7,MG/L
10/05/2003,25,FEET,49,DEGREES F,7,MG/L
10/05/2003,30,FEET,49,DEGREES F,7,MG/L
05/08/2004,0,FEET,61,DEGREES F,,
05/08/2004,5,FEET,61,DEGREES F,7,MG/L
05/08/2004,20,FEET,60,DEGREES F,7,MG/L
05/08/2004,25,FEET,60,DEGREES F,6,MG/L
05/08/2004,30,FEET,56,DEGREES F,2,MG/L
06/26/2004,0,FEET,61,DEGREES F,,
06/26/2004,5,FEET,61,DEGREES F,6,MG/L
06/26/2004,20,FEET,60,DEGREES F,5.5,MG/L
06/26/2004,25,FEET,60,DEGREES F,4,MG/L
06/26/2004,30,FEET,56,DEGREES F,3.5,MG/L
07/18/2004,0,FEET,74,DEGREES F,,
07/18/2004,5,FEET,74,DEGREES F,6,MG/L
07/18/2004,20,FEET,66,DEGREES F,5.5,MG/L
07/18/2004,25,FEET,62,DEGREES F,1,MG/L
07/18/2004,30,FEET,58,DEGREES F,1,MG/L
08/27/2004,0,FEET,67,DEGREES F,,
08/27/2004,5,FEET,67,DEGREES F,7,MG/L
08/27/2004,20,FEET,66,DEGREES F,7,MG/L
08/27/2004,25,FEET,66,DEGREES F,7,MG/L
08/27/2004,30,FEET,63,DEGREES F,1,MG/L
10/21/2004,0,FEET,48,DEGREES F,,
10/21/2004,5,FEET,48,DEGREES F,7,MG/L
10/21/2004,20,FEET,48,DEGREES F,7,MG/L
10/21/2004,25,FEET,48,DEGREES F,7,MG/L
10/21/2004,30,FEET,48,DEGREES F,7,MG/L
05/29/2005,5,FEET,60,DEGREES F,6,MG/L
05/29/2005,20,FEET,56,DEGREES F,6,MG/L
05/29/2005,25,FEET,53,DEGREES F,6,MG/L
05/29/2005,30,FEET,52,DEGREES F,6,MG/L
06/19/2005,5,FEET,68,DEGREES F,7,MG/L
06/19/2005,20,FEET,66,DEGREES F,7,MG/L
06/19/2005,25,FEET,60,DEGREES F,7,MG/L
06/19/2005,30,FEET,56,DEGREES F,5,MG/L
07/17/2005,5,FEET,79,DEGREES F,7,MG/L
07/17/2005,20,FEET,76,DEGREES F,6,MG/L
07/17/2005,25,FEET,60,DEGREES F,1,MG/L
07/17/2005,30,FEET,60,DEGREES F,3,MG/L
08/14/2005,5,FEET,71,DEGREES F,7,MG/L
08/14/2005,20,FEET,71,DEGREES F,7,MG/L
08/14/2005,25,FEET,67,DEGREES F,3,MG/L
08/14/2005,30,FEET,29,DEGREES F,.5,MG/L
10/22/2005,5,FEET,49,DEGREES F,6,MG/L
10/22/2005,20,FEET,49,DEGREES F,6,MG/L
10/22/2005,25,FEET,48,DEGREES F,6,MG/L
10/22/2005,30,FEET,48,DEGREES F,6,MG/L
05/29/2006,5,FEET,71,DEGREES F,,
05/29/2006,20,FEET,61,DEGREES F,,
05/29/2006,25,FEET,57,DEGREES F,,
05/29/2006,30,FEET,55,DEGREES F,,
06/26/2006,5,FEET,71,DEGREES F,8,MG/L
06/26/2006,10,FEET,70,DEGREES F,,
06/26/2006,20,FEET,64,DEGREES F,8,MG/L
06/26/2006,25,FEET,64,DEGREES F,7,MG/L
06/26/2006,30,FEET,58,DEGREES F,4,MG/L
07/18/2006,5,FEET,78,DEGREES F,7,MG/L
07/18/2006,10,FEET,77,DEGREES F,,
07/18/2006,20,FEET,72,DEGREES F,6,MG/L
07/18/2006,25,FEET,64,DEGREES F,4,MG/L
07/18/2006,30,FEET,60,DEGREES F,2,MG/L
08/20/2006,5,FEET,72,DEGREES F,8,MG/L
08/20/2006,10,FEET,70,DEGREES F,,
08/20/2006,20,FEET,70,DEGREES F,8,MG/L
08/20/2006,25,FEET,70,DEGREES F,5,MG/L
08/20/2006,30,FEET,66,DEGREES F,2,MG/L
09/14/2006,5,FEET,63,DEGREES F,9,MG/L
09/14/2006,10,FEET,63,DEGREES F,,
09/14/2006,20,FEET,63,DEGREES F,8,MG/L
09/14/2006,25,FEET,62,DEGREES F,6,MG/L
09/14/2006,30,FEET,62,DEGREES F,6,MG/L
10/19/2006,5,FEET,42,DEGREES F,8,MG/L
10/19/2006,20,FEET,42,DEGREES F,8,MG/L
10/19/2006,25,FEET,42,DEGREES F,8,MG/L
10/19/2006,30,FEET,42,DEGREES F,8,MG/L
05/29/2007,5,FEET,66,DEGREES F,8,MG/L
05/29/2007,10,FEET,65,DEGREES F,8,MG/L
05/29/2007,20,FEET,62,DEGREES F,8,MG/L
05/29/2007,25,FEET,61,DEGREES F,8,MG/L
05/29/2007,30,FEET,59,DEGREES F,8,MG/L
07/18/2007,5,FEET,71.7,DEGREES F,8,MG/L
07/18/2007,10,FEET,71.7,DEGREES F,8,MG/L
07/18/2007,15,FEET,71.6,DEGREES F,8,MG/L
07/18/2007,20,FEET,70.7,DEGREES F,,
07/18/2007,25,FEET,64.7,DEGREES F,4,MG/L
07/18/2007,30,FEET,60,DEGREES F,,
07/31/2007,5,FEET,81.6,DEGREES F,,
07/31/2007,10,FEET,81.3,DEGREES F,,
07/31/2007,15,FEET,74.3,DEGREES F,,
07/31/2007,20,FEET,71.7,DEGREES F,,
07/31/2007,25,FEET,66.5,DEGREES F,,
07/31/2007,30,FEET,64,DEGREES F,,
08/14/2007,5,FEET,70.5,DEGREES F,,
08/14/2007,10,FEET,70.5,DEGREES F,,
08/14/2007,15,FEET,70.5,DEGREES F,,
08/14/2007,20,FEET,70.5,DEGREES F,,
08/14/2007,25,FEET,65,DEGREES F,,
09/08/2007,5,FEET,70.5,DEGREES F,8,MG/L
09/08/2007,10,FEET,70.5,DEGREES F,8,MG/L
09/08/2007,15,FEET,70.3,DEGREES F,7,MG/L
09/08/2007,20,FEET,69.6,DEGREES F,,
09/08/2007,25,FEET,68.7,DEGREES F,7,MG/L
09/08/2007,30,FEET,63.3,DEGREES F,,
09/22/2007,5,FEET,61.1,DEGREES F,,
09/22/2007,10,FEET,60.6,DEGREES F,,
09/22/2007,15,FEET,60.4,DEGREES F,,
09/22/2007,20,FEET,60,DEGREES F,,
09/22/2007,25,FEET,60,DEGREES F,,
09/22/2007,30,FEET,60,DEGREES F,,
09/27/2007,5,FEET,62.7,DEGREES F,,
09/27/2007,10,FEET,62.6,DEGREES F,,
09/27/2007,15,FEET,62.6,DEGREES F,,
09/27/2007,20,FEET,61.5,DEGREES F,,
09/27/2007,25,FEET,61.5,DEGREES F,,
09/27/2007,30,FEET,60.8,DEGREES F,,
10/22/2007,5,FEET,51.8,DEGREES F,,
10/22/2007,10,FEET,51.8,DEGREES F,,
10/22/2007,15,FEET,51.6,DEGREES F,,
10/22/2007,20,FEET,51.6,DEGREES F,,
10/22/2007,25,FEET,51.6,DEGREES F,,
10/22/2007,30,FEET,51.6,DEGREES F,,
06/18/2008,5,FEET,67,DEGREES F,9,MG/L
06/18/2008,10,FEET,66,DEGREES F,8.5,MG/L
06/18/2008,15,FEET,65,DEGREES F,8,MG/L
06/18/2008,20,FEET,63,DEGREES F,,
06/18/2008,25,FEET,62,DEGREES F,7,MG/L
06/18/2008,30,FEET,57,DEGREES F,6,MG/L
07/01/2008,5,FEET,73,DEGREES F,,
07/01/2008,10,FEET,72,DEGREES F,,
07/01/2008,15,FEET,71,DEGREES F,,
07/01/2008,20,FEET,64,DEGREES F,,
07/01/2008,25,FEET,62,DEGREES F,,
07/01/2008,30,FEET,56,DEGREES F,,
07/28/2008,5,FEET,78,DEGREES F,8,MG/L
07/28/2008,10,FEET,74,DEGREES F,7,MG/L
07/28/2008,15,FEET,74,DEGREES F,7,MG/L
07/28/2008,20,FEET,68,DEGREES F,,
07/28/2008,25,FEET,62,DEGREES F,,
07/28/2008,30,FEET,,,2.5,MG/L
08/18/2008,5,FEET,75,DEGREES F,7.5,MG/L
08/18/2008,10,FEET,74,DEGREES F,7.5,MG/L
08/18/2008,15,FEET,74,DEGREES F,7,MG/L
08/18/2008,20,FEET,72,DEGREES F,,
08/18/2008,25,FEET,70,DEGREES F,6,MG/L
08/18/2008,30,FEET,,,2.5,MG/L
09/03/2008,5,FEET,64,DEGREES F,,
09/03/2008,10,FEET,63,DEGREES F,,
09/03/2008,15,FEET,62,DEGREES F,,
09/03/2008,20,FEET,62,DEGREES F,,
09/03/2008,25,FEET,62,DEGREES F,,
09/03/2008,30,FEET,61,DEGREES F,,
09/17/2008,5,FEET,64,DEGREES F,,
09/17/2008,10,FEET,63,DEGREES F,,
09/17/2008,15,FEET,62,DEGREES F,,
09/17/2008,20,FEET,62,DEGREES F,,
09/17/2008,25,FEET,62,DEGREES F,,
09/17/2008,30,FEET,61,DEGREES F,,
10/03/2008,5,FEET,59,DEGREES F,,
10/03/2008,10,FEET,58,DEGREES F,,
10/03/2008,15,FEET,58,DEGREES F,,
