Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Love Lake,Burnett,2671000,NO,7,,073043,NW,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8191124,06/12/1992,13.75,NO,4.2,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/20/1992,9.25,NO,2.8,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/05/1992,9.75,NO,3,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/05/1992,12.5,NO,3.8,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/14/1992,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/31/1992,12.5,NO,3.8,,,41,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/08/1992,12.5,NO,3.8,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/17/1992,14.25,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/27/1992,15,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/03/1992,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/11/1992,12.25,NO,3.7,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/14/1993,8.5,NO,2.6,,,46,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/21/1993,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/05/1993,8.5,NO,2.6,,,46,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/11/1993,9.5,NO,2.9,,,45,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,06/21/1993,,,,,11,,47,,,,,,
8191124,06/21/1993,13.25,NO,4,3.43,,40,,44,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/28/1993,6.5,NO,2,,,50,,,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
1,07/12/1993,,,,,7,,43,,,,,,
8191124,07/12/1993,14.75,NO,4.5,1.8,,38,,39,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/07/1993,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/28/1993,11.75,NO,3.6,,,42,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,08/31/1993,,,,,9,,45,,,,,,
8191124,08/31/1993,11.25,NO,3.4,3.74,,42,,45,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/07/1994,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/08/1994,9,NO,2.7,9.46,21,45,52,52,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/27/1994,11,NO,3.3,,,43,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/24/1994,10,NO,3,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/25/1994,9.75,NO,3,2.73,12,44,47,42,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/01/1994,10.5,NO,3.2,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/17/1994,11.75,NO,3.6,,,42,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/18/1994,12.5,NO,3.8,2.52,12,41,47,42,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/24/1994,13.5,NO,4.1,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/04/1994,12.5,NO,3.8,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/14/1994,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/15/1994,11,NO,3.3,4.61,14,43,49,46,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/21/1994,10.25,NO,3.1,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/26/1994,10,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/08/1994,10.25,NO,3.1,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/17/1994,10.5,NO,3.2,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/29/1994,10.5,NO,3.2,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/10/1994,12,NO,3.6,,,41,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/14/1994,12.25,NO,3.7,4.28,19,41,51,46,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/06/1995,8.25,NO,2.5,5.26,24,47,53,47,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/19/1995,10.75,NO,3.3,,,43,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/26/1995,10.5,NO,3.2,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/03/1995,8.5,NO,2.6,,,46,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/09/1995,6.5,NO,2,,,50,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/16/1995,8.25,NO,2.5,1.77,11,47,47,39,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/23/1995,11,NO,3.3,,,43,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/01/1995,12.25,NO,3.7,,,41,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/14/1995,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/16/1995,13.5,NO,4.1,0.05,,40,,12,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/28/1995,14.5,NO,4.4,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/19/1995,11.5,NO,3.5,,,42,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/04/1995,10,NO,3,3.82,10,44,46,45,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/09/1995,10.25,NO,3.1,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/08/1995,10.75,NO,3.3,4.47,13,43,48,46,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/11/1996,7.75,NO,2.4,6.64,16,48,50,49,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/18/1996,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/02/1996,10,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/08/1996,14.75,NO,4.5,1.87,20,38,51,40,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/14/1996,15.25,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/29/1996,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/16/1996,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/17/1996,9,NO,2.7,2.85,15,45,49,43,HIGH,,CLEAR,BLUE,
8191124,07/20/1996,9.25,NO,2.8,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/11/1996,8.75,NO,2.7,,,46,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/15/1996,8.25,NO,2.5,,,47,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/17/1996,8.25,NO,2.5,3.47,13,47,48,44,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/23/1996,9.75,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/12/1996,11,NO,3.3,4.14,20,43,51,46,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/17/1997,8.5,NO,2.6,,80,46,62,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/01/1997,9.25,NO,2.8,,,45,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/27/1997,12,NO,3.6,1.83,23,41,52,39,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/02/1997,13.5,NO,4.1,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/10/1997,11,NO,3.3,,,43,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/18/1997,11.75,NO,3.6,3.97,30,42,54,45,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/21/1997,10.25,NO,3.1,,,44,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/26/1997,11,NO,3.3,,,43,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/04/1997,11.75,NO,3.6,3.79,19,42,51,45,,,,,
8191124,05/03/1998,18.25,NO,5.5,,72,35,61,,,,CLEAR,,1-Beautiful, could not be nicer
8191124,05/10/1998,15.5,NO,4.7,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/25/1998,11.25,NO,3.4,,,42,,,,,CLEAR,,1-Beautiful, could not be nicer
8191124,06/13/1998,13.5,NO,4.1,3.13,14,40,49,43,,,CLEAR,,1-Beautiful, could not be nicer
8191124,07/04/1998,15,NO,4.6,,,38,,,,,CLEAR,,1-Beautiful, could not be nicer
8191124,07/13/1998,18.25,NO,5.5,1.48,48,35,58,38,,,CLEAR,,1-Beautiful, could not be nicer
8191124,08/01/1998,11.25,NO,3.4,,,42,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/09/1998,8.25,NO,2.5,,,47,,,,,CLEAR,,1-Beautiful, could not be nicer
8191124,08/21/1998,8.5,NO,2.6,,,46,,,,,CLEAR,,1-Beautiful, could not be nicer
8191124,08/29/1998,7.75,NO,2.4,6.2,21,48,52,49,,,CLEAR,,1-Beautiful, could not be nicer
8191124,09/18/1998,7,NO,2.1,,,49,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/09/1998,9.5,NO,2.9,5.45,19,45,51,48,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/02/1999,8.5,NO,2.6,,20,46,51,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,05/27/1999,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/10/1999,12,NO,3.6,2.3,13,41,48,41,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/21/1999,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/06/1999,11.25,NO,3.4,,,42,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/21/1999,11.5,NO,3.5,2.39,16,42,50,41,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/29/1999,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,10/02/1999,12.75,NO,3.9,3,19,40,51,43,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,06/25/2000,16,NO,4.9,,,37,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/14/2000,15.25,NO,4.6,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/09/2000,12.25,NO,3.7,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,08/24/2000,13.1,,4,3.9,13,40,48,45,,,,,
8191124,09/24/2000,7.75,NO,2.4,,,48,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,05/12/2001,7,NO,2.1,,,49,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,06/03/2001,9.75,NO,3,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,06/16/2001,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,07/12/2001,16.5,NO,5,,,37,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,08/04/2001,13.25,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,08/19/2001,12,NO,3.6,,,41,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,09/28/2001,11,NO,3.3,,,43,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,05/31/2002,10.25,NO,3.1,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,06/15/2002,10.5,NO,3.2,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,06/29/2002,11.25,NO,3.4,,,42,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,07/11/2002,10,NO,3,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,07/28/2002,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,08/25/2002,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,09/07/2002,8.5,NO,2.6,,,46,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,09/27/2002,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,06/14/2003,12.75,NO,3.9,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,07/19/2003,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191238,05/17/2004,12,NO,3.6,,13,41,48,,,,,,
8191124,06/06/2004,10.25,NO,3.1,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191203,06/12/2004,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191204,06/19/2004,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,07/08/2004,10.5,NO,3.2,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191205,07/12/2004,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190116,07/19/2004,11.5,NO,3.5,,,42,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191206,07/25/2004,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191203,08/06/2004,8.75,NO,2.7,,,46,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191226,08/10/2004,9.5,NO,2.9,5.19,13,45,48,47,,,,,
8191124,06/12/2005,14.75,NO,4.5,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191399,06/19/2005,12.25,NO,3.7,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191399,06/25/2005,12.75,NO,3.9,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/02/2005,11.5,NO,3.5,,,42,,,NORMAL,1.72,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/09/2005,15.75,NO,4.8,,,37,,,NORMAL,1.6,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/17/2005,15.5,NO,4.7,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,07/27/2005,16.25,NO,4.9,,,37,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/06/2005,13.5,NO,4.1,,,40,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,08/27/2005,6.75,NO,2.1,,,50,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191124,09/18/2005,10.5,NO,3.2,,,43,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,07/03/2006,12.75,NO,3.9,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/07/2006,8.75,NO,2.7,,,46,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,07/03/2007,13,NO,4,,,40,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
16116053,09/23/2007,7.75,NO,2.4,,,48,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
16116053,06/15/2008,10.25,,3.1,,,44,,,,,,BLUE,1-Beautiful, could not be nicer
16116053,07/29/2008,10,,3,,,44,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/19/2008,9,,2.7,,,45,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,07/05/2009,11,,3.3,,,43,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,07/29/2009,13.5,,4.1,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/23/2009,10,,3,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/29/2010,6,NO,1.8,,,51,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
16116053,09/04/2010,6,NO,1.8,,,51,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
16116053,05/28/2011,5,NO,1.5,,,54,,,NORMAL,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
16116053,07/16/2011,5,NO,1.5,,,54,,,NORMAL,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
16116053,10/29/2011,8,NO,2.4,,,47,,,NORMAL,,MURKY,GREEN,1-Beautiful, could not be nicer
16116053,07/01/2012,11,NO,3.3,,,43,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
16116053,07/06/2012,12,NO,3.6,,,41,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
16116053,08/02/2013,12,NO,3.6,,,41,,,NORMAL,60,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/18/2013,11,NO,3.3,,,43,,,NORMAL,62,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/31/2013,12,NO,3.6,,,41,,,NORMAL,60,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,09/29/2013,9,NO,2.7,,,45,,,NORMAL,60,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/01/2015,10,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,05/12/2017,8,NO,2.4,,,47,,,,63,CLEAR,BLUE,1-Beautiful, could not be nicer



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
06/21/1993,3,FEET,65,DEGREES F,,
06/21/1993,9,FEET,65,DEGREES F,,
06/21/1993,12,FEET,64,DEGREES F,,
06/21/1993,15,FEET,64,DEGREES F,,
06/21/1993,20,FEET,58,DEGREES F,,
06/21/1993,25,FEET,48,DEGREES F,,
06/21/1993,35,FEET,44,DEGREES F,,
06/21/1993,45,FEET,44,DEGREES F,,
06/21/1993,55,FEET,43,DEGREES F,,
06/21/1993,60,FEET,43,DEGREES F,,
07/12/1993,3,FEET,72,DEGREES F,,
07/12/1993,9,FEET,72,DEGREES F,,
07/12/1993,12,FEET,72,DEGREES F,,
07/12/1993,15,FEET,70,DEGREES F,,
07/12/1993,20,FEET,59,DEGREES F,,
07/12/1993,25,FEET,52,DEGREES F,,
07/12/1993,35,FEET,45,DEGREES F,,
07/12/1993,45,FEET,44,DEGREES F,,
07/12/1993,55,FEET,43,DEGREES F,,
07/12/1993,60,FEET,43,DEGREES F,,
08/31/1993,3,FEET,74,DEGREES F,,
08/31/1993,9,FEET,74,DEGREES F,,
08/31/1993,12,FEET,74,DEGREES F,,
08/31/1993,15,FEET,74,DEGREES F,,
08/31/1993,20,FEET,67,DEGREES F,,
08/31/1993,25,FEET,55,DEGREES F,,
08/31/1993,35,FEET,45,DEGREES F,,
08/31/1993,45,FEET,44,DEGREES F,,
08/31/1993,55,FEET,44,DEGREES F,,
05/08/1994,3,FEET,53,DEGREES F,,
05/08/1994,9,FEET,53,DEGREES F,,
05/08/1994,12,FEET,52,DEGREES F,,
05/08/1994,15,FEET,52,DEGREES F,,
05/08/1994,20,FEET,49,DEGREES F,,
05/08/1994,25,FEET,48,DEGREES F,,
05/08/1994,35,FEET,47,DEGREES F,,
05/08/1994,45,FEET,46,DEGREES F,,
05/08/1994,55,FEET,45,DEGREES F,,
06/25/1994,3,FEET,78,DEGREES F,,
06/25/1994,9,FEET,78,DEGREES F,,
06/25/1994,12,FEET,75,DEGREES F,,
06/25/1994,15,FEET,68,DEGREES F,,
06/25/1994,20,FEET,63,DEGREES F,,
06/25/1994,25,FEET,51,DEGREES F,,
06/25/1994,35,FEET,46,DEGREES F,,
06/25/1994,45,FEET,45,DEGREES F,,
06/25/1994,55,FEET,45,DEGREES F,,
06/25/1994,60,FEET,45,DEGREES F,,
07/18/1994,3,FEET,76,DEGREES F,,
07/18/1994,9,FEET,75,DEGREES F,,
07/18/1994,12,FEET,75,DEGREES F,,
07/18/1994,15,FEET,74,DEGREES F,,
07/18/1994,20,FEET,66,DEGREES F,,
07/18/1994,25,FEET,53,DEGREES F,,
07/18/1994,35,FEET,50,DEGREES F,,
07/18/1994,45,FEET,46,DEGREES F,,
07/18/1994,55,FEET,45,DEGREES F,,
07/18/1994,60,FEET,45,DEGREES F,,
08/15/1994,3,FEET,72,DEGREES F,,
08/15/1994,9,FEET,70,DEGREES F,,
08/15/1994,12,FEET,70,DEGREES F,,
08/15/1994,15,FEET,70,DEGREES F,,
08/15/1994,20,FEET,65,DEGREES F,,
08/15/1994,25,FEET,53,DEGREES F,,
08/15/1994,35,FEET,53,DEGREES F,,
08/15/1994,45,FEET,46,DEGREES F,,
08/15/1994,55,FEET,45,DEGREES F,,
08/15/1994,60,FEET,45,DEGREES F,,
10/14/1994,3,FEET,56,DEGREES F,,
10/14/1994,9,FEET,56,DEGREES F,,
10/14/1994,12,FEET,56,DEGREES F,,
10/14/1994,15,FEET,55,DEGREES F,,
10/14/1994,20,FEET,55,DEGREES F,,
10/14/1994,25,FEET,55,DEGREES F,,
10/14/1994,35,FEET,50,DEGREES F,,
10/14/1994,45,FEET,47,DEGREES F,,
10/14/1994,55,FEET,46,DEGREES F,,
10/14/1994,60,FEET,45,DEGREES F,,
05/06/1995,1,FEET,55,DEGREES F,,
05/06/1995,10,FEET,53,DEGREES F,,
05/06/1995,20,FEET,48,DEGREES F,,
05/06/1995,30,FEET,42,DEGREES F,,
05/06/1995,40,FEET,41,DEGREES F,,
05/06/1995,50,FEET,41,DEGREES F,,
05/06/1995,54,FEET,41,DEGREES F,,
06/16/1995,1,FEET,71,DEGREES F,,
06/16/1995,10,FEET,63,DEGREES F,,
