Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Anderson Lake,Vilas,968500,NO,64,,643042,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190306,07/04/1995,28,NO,8.5,,,29,,,LOWEST IN YEARS,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,07/20/1995,21.5,NO,6.5,,,33,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,08/01/1995,25,NO,7.6,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,08/20/1995,26,NO,7.9,,,30,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,08/29/1995,22.5,NO,6.8,,,32,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,09/04/1995,24.5,NO,7.4,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,09/17/1995,22.5,NO,6.8,,,32,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,10/02/1995,21.5,NO,6.5,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,10/10/1995,19,NO,5.8,,,35,,,3" HIGHER THAN SUMMER AVERAGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,10/16/1995,17.25,NO,5.2,,,36,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,05/14/1996,21,NO,6.4,,,33,,,4"HIGHER THAN OCT '95,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,05/25/1996,22,NO,6.7,,,33,,,6" HIGHER THAN OCT '95,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,06/12/1996,19,NO,5.8,,,35,,,14" HIGHER THAN FALL OF '95,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,06/27/1996,24,NO,7.3,,,31,,,HIGH,,,,1-Beautiful, could not be nicer
8190306,07/04/1996,22.5,NO,6.8,,,32,,,HIGH,,,,1-Beautiful, could not be nicer
8190306,07/16/1996,18,NO,5.5,,,35,,,HIGHEST IN 10 YEARS,,,,1-Beautiful, could not be nicer
8190306,08/06/1996,27,NO,8.2,,,30,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,08/17/1996,27.5,NO,8.4,,,29,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,09/10/1996,20,NO,6.1,,,34,,,DOWN 1.5" FROM ALL TIME HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,09/18/1996,18,NO,5.5,,,35,,,2.5" FROM HIGHEST LEVEL,,CLEAR,BLUE,
8190306,10/02/1996,16.5,NO,5,,,37,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,05/17/1997,17,NO,5.2,,,36,,,AS HIGH AS IT HAS BEEN IN YEARS.,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,05/31/1997,25,NO,7.6,,,31,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,06/21/1997,22,NO,6.7,1.23,,33,,36,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,07/04/1997,27,NO,8.2,,,30,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,07/18/1997,24,NO,7.3,1.08,30,31,54,35,1 INCH FROM THE HIGEST LEVEL IN YEARS.,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,08/06/1997,19,NO,5.8,,,35,,,3 INCHES FROM THE MAXIMUM DEPTH IN YEARS.,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,08/11/1997,18,NO,5.5,,,35,,,3 INCHES FROM THE MAXIMUM DEPTH IN YEARS.,,,BLUE,1-Beautiful, could not be nicer
1,08/13/1997,,,,1.52,,,,38,,,,,
8190306,08/28/1997,20.75,NO,6.3,,,33,,,3 INCHES FROM THE MAXIMUM DEPTH IN YEARS.,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,09/10/1997,19,NO,5.8,,,35,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,10/10/1997,21,NO,6.4,,,33,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,10/15/1997,19.5,NO,5.9,2.2,15,34,49,41,SAME AS LAST THREE MONTHS.,,,,1-Beautiful, could not be nicer
1,04/29/1998,18.25,NO,5.5,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,05/09/1998,21.25,NO,6.5,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,05/21/1998,25.5,NO,7.8,,,30,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,06/08/1998,28.5,NO,8.7,,,29,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/16/1998,25,NO,7.6,0.67,5,31,41,32,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,06/26/1998,26,NO,7.9,,,30,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,07/08/1998,24.25,NO,7.4,,,31,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,07/21/1998,19.5,NO,5.9,1.42,6,34,42,37,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,07/31/1998,19.5,NO,5.9,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,08/14/1998,22,NO,6.7,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/23/1998,21.5,NO,6.5,,,33,,,,,,,
8189309,09/03/1998,20,NO,6.1,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/12/1998,20.5,NO,6.2,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/22/1998,22,NO,6.7,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,10/02/1998,21.5,NO,6.5,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,10/10/1998,16.5,NO,5,,,37,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/14/1998,13.5,NO,4.1,2.06,11,40,47,40,,,,,
8189310,05/19/1999,17,NO,5.2,,7,36,43,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,05/29/1999,19.5,NO,5.9,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,06/08/1999,23.5,NO,7.1,,,32,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/18/1999,25,NO,7.6,0.8,7,31,43,33,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,06/26/1999,22,NO,6.7,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,07/11/1999,24,NO,7.3,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,07/17/1999,24,NO,7.3,0.51,6,31,42,30,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,07/30/1999,21.5,NO,6.5,,,33,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/08/1999,19,NO,5.8,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/20/1999,15,NO,4.6,0.48,9,38,45,29,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,08/29/1999,18,NO,5.5,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/06/1999,20.5,NO,6.2,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/18/1999,20,NO,6.1,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,10/03/1999,19.5,NO,5.9,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/06/1999,18.5,NO,5.6,1.61,6,35,42,38,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,05/03/2000,17.25,NO,5.2,,6,36,42,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,05/15/2000,21.5,NO,6.5,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,05/26/2000,23.5,NO,7.1,,,32,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,06/08/2000,27.25,NO,8.3,,,30,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,06/18/2000,22,NO,6.7,2,10,33,46,40,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,06/27/2000,18,NO,5.5,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,07/04/2000,18.75,NO,5.7,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,07/13/2000,23.5,NO,7.1,1.2,7,32,43,36,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,07/20/2000,23.5,NO,7.1,,,32,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,08/04/2000,25,NO,7.6,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/14/2000,24,NO,7.3,1,9,31,45,35,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190306,08/21/2000,23.5,NO,7.1,,,32,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,08/30/2000,22,NO,6.7,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/06/2000,19,NO,5.8,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/15/2000,20,NO,6.1,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/21/2000,17.5,NO,5.3,,,36,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/30/2000,14.5,NO,4.4,,,39,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/08/2000,13.25,NO,4,,,40,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/17/2000,16.5,NO,5,2,7,37,43,40,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,10/24/2000,18,NO,5.5,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,05/03/2001,15.5,NO,4.7,,8,38,44,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,05/16/2001,15,YES,4.6,,,38,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,05/28/2001,20,NO,6.1,,,34,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/12/2001,24,NO,7.3,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/17/2001,20,NO,6.1,1,11,34,47,35,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,07/03/2001,17.5,NO,5.3,,,36,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,07/11/2001,20,NO,6.1,1.7,15,34,49,39,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,07/14/2001,24,NO,7.3,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,07/16/2001,22.25,NO,6.8,,,32,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/02/2001,24,NO,7.3,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/12/2001,23.5,NO,7.1,1.5,11,32,47,38,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/20/2001,23.5,NO,7.1,,,32,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,08/24/2001,22,NO,6.7,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/08/2001,22.5,NO,6.8,,,32,,,LOW,,MURKY,BLUE,1-Beautiful, could not be nicer
8189309,09/18/2001,24.25,YES,7.4,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/25/2001,17,YES,5.2,,,36,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/09/2001,18,NO,5.5,2,8,35,44,40,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,10/17/2001,14,NO,4.3,,,39,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,05/14/2002,19.5,NO,5.9,,14,34,49,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,05/27/2002,21,NO,6.4,,,33,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/06/2002,20.5,NO,6.2,1,12,34,47,35,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/27/2002,21,NO,6.4,,,33,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,07/12/2002,20,NO,6.1,0.53,8,34,44,30,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,07/24/2002,14.5,NO,4.4,,,39,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,08/04/2002,18,NO,5.5,,,35,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,08/14/2002,20,NO,6.1,1.32,8,34,44,37,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,08/24/2002,20,NO,6.1,,,34,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,09/04/2002,24.5,NO,7.4,,,31,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,09/13/2002,25,NO,7.6,,,31,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,09/27/2002,23.5,NO,7.1,,,32,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/11/2002,19.5,NO,5.9,,,34,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,10/16/2002,16.25,NO,4.9,2.23,,37,,41,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,05/10/2003,19,NO,5.8,,8,35,44,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,05/23/2003,24.75,NO,7.5,,,31,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/05/2003,26,NO,7.9,,,30,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/11/2003,23.5,NO,7.1,2.93,30,32,54,43,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,07/05/2003,15.5,NO,4.7,,,38,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,07/12/2003,16,NO,4.9,1.69,10,37,46,39,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,07/23/2003,18,NO,5.5,,,35,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,08/09/2003,24,NO,7.3,,,31,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/22/2003,24.5,NO,7.4,0.91,,31,,34,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/30/2003,25.5,NO,7.8,,,30,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/09/2003,24.5,NO,7.4,,,31,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/05/2003,18.25,NO,5.5,1.79,10,35,46,39,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,10/20/2003,22.5,NO,6.8,,,32,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,05/15/2004,17.5,NO,5.3,,16,36,50,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,06/02/2004,27,NO,8.2,,,30,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,06/17/2004,22.5,NO,6.8,,,32,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,07/17/2004,26,NO,7.9,,8,30,44,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189310,08/01/2004,26,NO,7.9,,,30,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,08/15/2004,20,NO,6.1,1.69,9,34,45,39,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,08/21/2004,23.5,NO,7.1,,,32,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,09/04/2004,26.5,NO,8.1,,,30,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8189309,09/20/2004,24.5,NO,7.4,,,31,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,10/03/2004,17,NO,5.2,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,10/10/2004,17.5,NO,5.3,2.94,9,36,45,43,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,10/24/2004,14.75,NO,4.5,,,38,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,05/22/2005,17.5,NO,5.3,,6,36,42,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,06/13/2005,21,NO,6.4,,,33,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189310,06/20/2005,24,NO,7.3,1.27,9,31,45,37,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,07/06/2005,23,NO,7,,,32,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189309,07/21/2005,21,NO,6.4,,,33,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
