Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Gull Lake,Burnett,2671100,NO,7,,073078,NW,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
16116053,07/03/2006,8,NO,2.4,,,47,,,NORMAL,,CLEAR,GREEN,4-Would not swim but boating OK (algae)
16116053,08/08/2006,6.5,NO,2,,,50,,,NORMAL,,MURKY,GREEN,4-Would not swim but boating OK (algae)
16116053,07/03/2007,8.25,NO,2.5,,,47,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
16116053,09/23/2007,8.5,NO,2.6,,,46,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
16116053,06/15/2008,8,NO,2.4,,,47,,,,,,,2-Very minor aesthetic problems
16116053,07/29/2008,7,,2.1,,,49,,,,,MURKY,GREEN,2-Very minor aesthetic problems
16116053,08/19/2008,8.25,,2.5,,,47,,,,,,GREEN,2-Very minor aesthetic problems
16116053,07/05/2009,6.5,,2,,,50,,,,,,GREEN,2-Very minor aesthetic problems
16116053,07/29/2009,7,,2.1,,,49,,,,,,GREEN,2-Very minor aesthetic problems
16116053,08/23/2009,6.5,NO,2,,,50,,,,,,GREEN,2-Very minor aesthetic problems
16116053,05/28/2010,5.5,,1.7,,,53,,,NORMAL,,MURKY,GREEN,4-Would not swim but boating OK (algae)
16116053,08/29/2010,4.5,NO,1.4,,,55,,,NORMAL,,MURKY,BROWN,4-Would not swim but boating OK (algae)
16116053,09/04/2010,5,NO,1.5,,,54,,,NORMAL,,MURKY,BROWN,4-Would not swim but boating OK (algae)
16116053,07/16/2011,12,NO,3.6,,,41,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
16116053,10/29/2011,11.25,NO,3.4,,,42,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
16116053,07/01/2012,6.5,NO,2,,,50,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
16116053,07/06/2012,6.5,NO,2,,,50,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
16116053,08/02/2013,9,NO,2.7,,,45,,,NORMAL,18,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/18/2013,8,NO,2.4,,,47,,,NORMAL,18,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/31/2013,6,NO,1.8,,,51,,,NORMAL,19,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,09/29/2013,6.75,NO,2.1,,,50,,,NORMAL,19,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,08/01/2015,6,NO,1.8,,,51,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
16116053,05/12/2017,7,NO,2.1,,,49,,,NORMAL,20,CLEAR,BLUE,1-Beautiful, could not be nicer



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
06/28/1993,3,FEET,68,DEGREES F,,
06/28/1993,9,FEET,67,DEGREES F,,
06/28/1993,12,FEET,65,DEGREES F,,
06/28/1993,15,FEET,59,DEGREES F,,
07/12/1993,3,FEET,73,DEGREES F,,
07/12/1993,9,FEET,69,DEGREES F,,
07/12/1993,12,FEET,65,DEGREES F,,
07/12/1993,14,FEET,64,DEGREES F,,
08/31/1993,3,FEET,70,DEGREES F,,
08/31/1993,9,FEET,71,DEGREES F,,
08/31/1993,12,FEET,66,DEGREES F,,
05/08/1994,3,FEET,58,DEGREES F,,
05/08/1994,9,FEET,58,DEGREES F,,
05/08/1994,12,FEET,51,DEGREES F,,
05/08/1994,15,FEET,47,DEGREES F,,
06/25/1994,3,FEET,79,DEGREES F,,
06/25/1994,9,FEET,72,DEGREES F,,
06/25/1994,12,FEET,65,DEGREES F,,
07/18/1994,3,FEET,76,DEGREES F,,
07/18/1994,9,FEET,72,DEGREES F,,
07/18/1994,12,FEET,60,DEGREES F,,
08/21/1994,3,FEET,71,DEGREES F,,
08/21/1994,9,FEET,69,DEGREES F,,
08/21/1994,12,FEET,66,DEGREES F,,
08/21/1994,15,FEET,64,DEGREES F,,
10/14/1994,3,FEET,55,DEGREES F,,
10/14/1994,9,FEET,53,DEGREES F,,
10/14/1994,12,FEET,52,DEGREES F,,
10/14/1994,15,FEET,52,DEGREES F,,
05/06/1995,1,FEET,62,DEGREES F,,
05/06/1995,3,FEET,61,DEGREES F,,
05/06/1995,6,FEET,59,DEGREES F,,
05/06/1995,9,FEET,55,DEGREES F,,
05/06/1995,12,FEET,53,DEGREES F,,
05/06/1995,15,FEET,46,DEGREES F,,
05/06/1995,17,FEET,47,DEGREES F,,
06/16/1995,1,FEET,74,DEGREES F,,
06/16/1995,3,FEET,72,DEGREES F,,
06/16/1995,6,FEET,70,DEGREES F,,
06/16/1995,9,FEET,66,DEGREES F,,
06/16/1995,12,FEET,64,DEGREES F,,
06/16/1995,15,FEET,60,DEGREES F,,
07/16/1995,1,FEET,74,DEGREES F,,
07/16/1995,3,FEET,73,DEGREES F,,
07/16/1995,6,FEET,73,DEGREES F,,
07/16/1995,9,FEET,72,DEGREES F,,
07/16/1995,12,FEET,69,DEGREES F,,
07/16/1995,14,FEET,58,DEGREES F,,
09/04/1995,1,FEET,74,DEGREES F,,
09/04/1995,3,FEET,73,DEGREES F,,
09/04/1995,6,FEET,69,DEGREES F,,
09/04/1995,9,FEET,67,DEGREES F,,
09/04/1995,12,FEET,67,DEGREES F,,
09/04/1995,14,FEET,64,DEGREES F,,
10/08/1995,1,FEET,49,DEGREES F,,
10/08/1995,3,FEET,49,DEGREES F,,
10/08/1995,6,FEET,49,DEGREES F,,
10/08/1995,9,FEET,48,DEGREES F,,
10/08/1995,12,FEET,48,DEGREES F,,
10/08/1995,15,FEET,48,DEGREES F,,
10/08/1995,18,FEET,48,DEGREES F,,
05/11/1996,3,FEET,55,DEGREES F,,
05/11/1996,6,FEET,55,DEGREES F,,
05/11/1996,9,FEET,55,DEGREES F,,
05/11/1996,12,FEET,54,DEGREES F,,
05/11/1996,15,FEET,52,DEGREES F,,
06/08/1996,1,FEET,68,DEGREES F,,
06/08/1996,3,FEET,66,DEGREES F,,
06/08/1996,6,FEET,66,DEGREES F,,
06/08/1996,9,FEET,65,DEGREES F,,
06/08/1996,12,FEET,64,DEGREES F,,
06/08/1996,15,FEET,60,DEGREES F,,
07/17/1996,3,FEET,72,DEGREES F,,
07/17/1996,6,FEET,70,DEGREES F,,
07/17/1996,9,FEET,70,DEGREES F,,
07/17/1996,12,FEET,68,DEGREES F,,
07/17/1996,15,FEET,63,DEGREES F,,
07/17/1996,17,FEET,58,DEGREES F,,
08/17/1996,1,FEET,73,DEGREES F,,
08/17/1996,3,FEET,73,DEGREES F,,
08/17/1996,6,FEET,73,DEGREES F,,
08/17/1996,9,FEET,70,DEGREES F,,
08/17/1996,12,FEET,69,DEGREES F,,
08/17/1996,15,FEET,62,DEGREES F,,
08/17/1996,18,FEET,60,DEGREES F,,
10/12/1996,1,FEET,50,DEGREES F,,
10/12/1996,3,FEET,50,DEGREES F,,
10/12/1996,6,FEET,50,DEGREES F,,
10/12/1996,9,FEET,50,DEGREES F,,
10/12/1996,12,FEET,50,DEGREES F,,
10/12/1996,15,FEET,49,DEGREES F,,
05/17/1997,1,FEET,55,DEGREES F,,
05/17/1997,5,FEET,55,DEGREES F,,
05/17/1997,10,FEET,53,DEGREES F,,
05/17/1997,15,FEET,52,DEGREES F,,
05/17/1997,18,FEET,51,DEGREES F,,
07/27/1997,1,FEET,78,DEGREES F,,
07/27/1997,3,FEET,77,DEGREES F,,
07/27/1997,6,FEET,76,DEGREES F,,
07/27/1997,9,FEET,75,DEGREES F,,
07/27/1997,12,FEET,70,DEGREES F,,
07/27/1997,15,FEET,66,DEGREES F,,
07/27/1997,17,FEET,62,DEGREES F,,
08/18/1997,0,FEET,67,DEGREES F,,
08/18/1997,3,FEET,67,DEGREES F,,
08/18/1997,6,FEET,65,DEGREES F,,
08/18/1997,9,FEET,65,DEGREES F,,
08/18/1997,12,FEET,64,DEGREES F,,
08/18/1997,15,FEET,64,DEGREES F,,
08/18/1997,17,FEET,63,DEGREES F,,
10/04/1997,1,FEET,60,DEGREES F,,
10/04/1997,3,FEET,60,DEGREES F,,
10/04/1997,6,FEET,60,DEGREES F,,
10/04/1997,9,FEET,60,DEGREES F,,
10/04/1997,12,FEET,59,DEGREES F,,
10/04/1997,15,FEET,57,DEGREES F,,
10/04/1997,17,FEET,57,DEGREES F,,
05/03/1998,1,FEET,64,DEGREES F,,
05/03/1998,3,FEET,62,DEGREES F,,
05/03/1998,6,FEET,62,DEGREES F,,
05/03/1998,9,FEET,60,DEGREES F,,
05/03/1998,12,FEET,59,DEGREES F,,
05/03/1998,15,FEET,56,DEGREES F,,
05/03/1998,16,FEET,55,DEGREES F,,
06/13/1998,1,FEET,69,DEGREES F,,
06/13/1998,3,FEET,65,DEGREES F,,
06/13/1998,6,FEET,65,DEGREES F,,
06/13/1998,9,FEET,64,DEGREES F,,
06/13/1998,12,FEET,63,DEGREES F,,
06/13/1998,15,FEET,61,DEGREES F,,
06/13/1998,16,FEET,61,DEGREES F,,
07/13/1998,1,FEET,81,DEGREES F,,
07/13/1998,3,FEET,80,DEGREES F,,
07/13/1998,6,FEET,79,DEGREES F,,
07/13/1998,9,FEET,79,DEGREES F,,
07/13/1998,12,FEET,76,DEGREES F,,
07/13/1998,15,FEET,70,DEGREES F,,
07/13/1998,17,FEET,68,DEGREES F,,
08/29/1998,1,FEET,75,DEGREES F,,
08/29/1998,3,FEET,75,DEGREES F,,
08/29/1998,6,FEET,74,DEGREES F,,
08/29/1998,9,FEET,73,DEGREES F,,
08/29/1998,12,FEET,72,DEGREES F,,
08/29/1998,15,FEET,70,DEGREES F,,
10/09/1998,1,FEET,55,DEGREES F,,
10/09/1998,3,FEET,54,DEGREES F,,
10/09/1998,6,FEET,54,DEGREES F,,
10/09/1998,9,FEET,54,DEGREES F,,
