Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Clear Lake,Vilas,2329000,NO,64,,643415,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190316,06/21/1997,13.75,NO,4.2,2.02,12,39,47,40,,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/05/1997,10.75,NO,3.3,,,43,,,,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/23/1997,17,NO,5.2,2.59,22,36,52,42,,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/26/1997,10,NO,3,5.58,23,44,52,48,,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/14/1997,9,NO,2.7,8.08,25,45,53,51,,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,10/04/1997,7,NO,2.1,12.6,31,49,55,54,DROPPED 3.4 FEET STARTING 9/28.,,CLEAR,BLUE,2-Very minor aesthetic problems
8190316,06/08/1998,9.5,NO,2.9,2.67,17,45,50,42,LOW - 6-8 " BELOW NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/15/1998,13,NO,4,,,40,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/22/1998,13.5,NO,4.1,,,40,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/30/1998,12.25,NO,3.7,4.27,5,41,41,46,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/15/1998,13.5,NO,4.1,,,40,,,NO CHANGE,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/20/1998,12,NO,3.6,5.05,27,41,54,47,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/27/1998,9.75,NO,3,,,44,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/03/1998,10.75,NO,3.3,,,43,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/11/1998,10,NO,3,4.79,17,44,50,47,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/18/1998,10,NO,3,,,44,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/11/1998,5,NO,1.5,10.8,39,54,57,53,,,MURKY,GREEN,1-Beautiful, could not be nicer
8190316,09/21/1998,6.75,NO,2.1,,,50,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/28/1998,6,NO,1.8,16.2,38,51,56,56,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,05/26/1999,12.75,NO,3.9,,13,40,48,,NO CHANGE,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/03/1999,10.75,NO,3.3,,,43,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/13/1999,12,NO,3.6,,,41,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/21/1999,12.5,NO,3.8,1.27,11,41,47,37,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/04/1999,10.75,NO,3.3,,,43,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/22/1999,11.25,NO,3.4,1.41,13,42,48,37,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/29/1999,13.25,NO,4,,,40,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/21/1999,9,NO,2.7,2.74,15,45,49,42,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/31/1999,11,NO,3.3,,,43,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,10/02/1999,7.5,NO,2.3,,,48,,,NO CHANGE,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,10/06/1999,9.75,NO,3,8,18,44,51,51,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/25/2000,9,NO,2.7,4,17,45,50,45,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/15/2000,13,NO,4,4,16,40,50,45,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/07/2000,10.75,NO,3.3,,,43,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/21/2000,7.5,NO,2.3,9,21,48,52,51,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,09/18/2000,5.75,NO,1.7,,,52,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,10/03/2000,7,YES,2.1,9,24,49,53,51,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/22/2001,8.5,NO,2.6,5,16,46,50,47,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/31/2001,9.5,NO,2.9,10,26,45,53,52,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/17/2001,7.25,NO,2.2,6,22,49,52,48,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/28/2001,5.25,NO,1.6,,,53,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
8190316,10/09/2001,,,,9,27,,54,51,,,,,
8190316,10/10/2001,7,NO,2.1,,,49,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,05/29/2002,22.5,NO,6.8,,15,32,49,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/05/2002,22,NO,6.7,,,33,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/20/2002,15,NO,4.6,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/26/2002,15,YES,4.6,0.86,11,38,47,34,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/11/2002,11.5,NO,3.5,,,42,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/24/2002,10.5,NO,3.2,4.11,14,43,49,45,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/20/2002,6.5,NO,2,10.8,19,50,51,53,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/15/2002,7.5,NO,2.3,,,48,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,10/11/2002,7.5,NO,2.3,11.1,24,48,53,53,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,05/29/2003,16.5,NO,5,,12,37,47,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/29/2003,13.5,NO,4.1,3.43,14,40,49,44,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/23/2003,13,NO,4,4.3,24,40,53,46,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/22/2003,9.5,NO,2.9,7.34,14,45,49,50,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,10/07/2003,7.75,NO,2.4,24.5,30,48,54,59,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/15/2004,15.5,NO,4.7,2.72,17,38,50,42,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/20/2004,14,NO,4.3,3.04,19,39,51,43,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/13/2004,7.75,NO,2.4,7.52,25,48,53,50,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/21/2004,7.25,NO,2.2,,,49,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,10/05/2004,8,NO,2.4,18.2,21,47,52,57,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,05/31/2005,13,NO,4,,13,40,48,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/16/2005,12.5,NO,3.8,,,41,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/28/2005,13.5,NO,4.1,2.79,11,40,47,43,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/17/2005,14.5,NO,4.4,1.9,20,39,51,40,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/16/2005,8,NO,2.4,6.98,16,47,50,49,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/17/2005,7.5,NO,2.3,,,48,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,10/08/2005,6.5,NO,2,21,43,50,57,58,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,05/31/2006,18.5,NO,5.6,,,35,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/11/2006,13.25,NO,4,2.49,14,40,49,42,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/20/2006,12.75,NO,3.9,,,40,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,07/14/2006,16.25,NO,4.9,2.82,32,37,55,43,NORMAL,,CLEAR,GREEN,
8190316,07/28/2006,10,NO,3,,,44,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,08/14/2006,7.25,NO,2.2,9.92,21,49,52,52,NORMAL,,CLEAR,GREEN,
8190316,09/01/2006,7.25,NO,2.2,,,49,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,09/15/2006,6.5,NO,2,,,50,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190316,06/20/2008,14.5,NO,4.4,2.03,19,39,51,40,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/07/2008,10,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/23/2008,11.75,NO,3.6,1.83,16,42,50,39,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/23/2008,7,NO,2.1,10.4,24,49,53,53,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,09/05/2008,8.75,NO,2.7,,,46,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,09/16/2008,10.5,NO,3.2,,,43,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/24/2009,17.25,NO,5.2,1.68,15,36,49,39,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/07/2009,14.75,NO,4.5,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,07/21/2009,11.5,NO,3.5,3.67,19,42,51,45,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/06/2009,10.5,NO,3.2,,,43,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/23/2009,8.25,NO,2.5,7.47,24,47,53,50,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,06/29/2011,,,,2.29,18,,51,41,,,,,
8190316,07/29/2011,12.5,NO,3.8,2.4,15,41,49,41,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190316,08/26/2011,8,NO,2.4,10.2,19,47,51,52,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
16073539,05/15/2013,8.2,N,2.5,4.7,27,47,54,46,,,,,
16073539,06/18/2013,14.6,N,4.4,3.01,21.6,39,52,43,,,,,
41886434,07/24/2013,7.7,N,2.3,6.45,15.1,48,49,49,,,,,
16073539,08/26/2013,11.2,NO,3.4,2.2,8.1,42,44,41,,,,,
41886196,10/10/2013,8.4,N,2.6,8.5,27.5,46,54,51,,,,,
34972183,02/19/2014,12.7,N,3.9,,13.5,41,48,,,,,,
19205950,10/03/2016,,,,,19,,51,,,,,,



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
06/21/1997,3,FEET,66,DEGREES F,,
06/21/1997,6,FEET,66,DEGREES F,,
06/21/1997,9,FEET,64,DEGREES F,,
06/21/1997,15,FEET,62,DEGREES F,,
06/21/1997,20,FEET,56,DEGREES F,,
06/21/1997,25,FEET,54,DEGREES F,,
06/21/1997,30,FEET,50,DEGREES F,,
06/21/1997,35,FEET,50,DEGREES F,,
06/21/1997,40,FEET,50,DEGREES F,,
07/23/1997,3,FEET,74,DEGREES F,,
07/23/1997,6,FEET,72,DEGREES F,,
07/23/1997,9,FEET,72,DEGREES F,,
07/23/1997,15,FEET,72,DEGREES F,,
07/23/1997,20,FEET,65,DEGREES F,,
07/23/1997,25,FEET,56,DEGREES F,,
07/23/1997,30,FEET,54,DEGREES F,,
07/23/1997,35,FEET,53,DEGREES F,,
07/23/1997,40,FEET,53,DEGREES F,,
08/26/1997,3,FEET,68,DEGREES F,,
08/26/1997,6,FEET,68,DEGREES F,,
08/26/1997,9,FEET,67,DEGREES F,,
08/26/1997,15,FEET,66,DEGREES F,,
08/26/1997,20,FEET,65,DEGREES F,,
08/26/1997,25,FEET,62,DEGREES F,,
08/26/1997,30,FEET,55,DEGREES F,,
08/26/1997,35,FEET,54,DEGREES F,,
08/26/1997,37,FEET,54,DEGREES F,,
09/14/1997,3,FEET,66,DEGREES F,,
09/14/1997,6,FEET,65,DEGREES F,,
09/14/1997,9,FEET,64,DEGREES F,,
09/14/1997,15,FEET,64,DEGREES F,,
09/14/1997,20,FEET,64,DEGREES F,,
09/14/1997,25,FEET,63,DEGREES F,,
09/14/1997,30,FEET,63,DEGREES F,,
09/14/1997,35,FEET,52,DEGREES F,,
10/04/1997,3,FEET,60,DEGREES F,,
10/04/1997,6,FEET,60,DEGREES F,,
10/04/1997,9,FEET,60,DEGREES F,,
10/04/1997,15,FEET,60,DEGREES F,,
10/04/1997,20,FEET,58,DEGREES F,,
10/04/1997,25,FEET,58,DEGREES F,,
10/04/1997,30,FEET,58,DEGREES F,,
10/04/1997,35,FEET,58,DEGREES F,,
06/08/1998,3,FEET,61,DEGREES F,,
06/08/1998,6,FEET,60,DEGREES F,,
06/08/1998,9,FEET,60,DEGREES F,,
06/08/1998,15,FEET,60,DEGREES F,,
06/08/1998,20,FEET,60,DEGREES F,,
06/08/1998,25,FEET,60,DEGREES F,,
06/08/1998,30,FEET,56,DEGREES F,,
06/08/1998,35,FEET,53,DEGREES F,,
06/08/1998,40,FEET,51,DEGREES F,,
06/30/1998,3,FEET,73,DEGREES F,,
06/30/1998,6,FEET,72,DEGREES F,,
06/30/1998,9,FEET,72,DEGREES F,,
06/30/1998,15,FEET,72,DEGREES F,,
06/30/1998,20,FEET,71,DEGREES F,,
06/30/1998,25,FEET,72,DEGREES F,,
06/30/1998,30,FEET,60,DEGREES F,,
06/30/1998,35,FEET,60,DEGREES F,,
06/30/1998,38,FEET,60,DEGREES F,,
07/20/1998,3,FEET,76,DEGREES F,,
07/20/1998,6,FEET,76,DEGREES F,,
07/20/1998,9,FEET,76,DEGREES F,,
07/20/1998,15,FEET,75,DEGREES F,,
07/20/1998,20,FEET,71,DEGREES F,,
07/20/1998,25,FEET,64,DEGREES F,,
07/20/1998,30,FEET,60,DEGREES F,,
08/11/1998,3,FEET,75,DEGREES F,,
08/11/1998,6,FEET,75,DEGREES F,,
08/11/1998,9,FEET,75,DEGREES F,,
08/11/1998,15,FEET,75,DEGREES F,,
08/11/1998,20,FEET,73,DEGREES F,,
08/11/1998,25,FEET,70,DEGREES F,,
08/11/1998,30,FEET,63,DEGREES F,,
08/11/1998,32,FEET,59,DEGREES F,,
09/11/1998,3,FEET,69,DEGREES F,,
09/11/1998,6,FEET,69,DEGREES F,,
09/11/1998,9,FEET,69,DEGREES F,,
09/11/1998,15,FEET,69,DEGREES F,,
09/11/1998,20,FEET,68,DEGREES F,,
09/11/1998,25,FEET,68,DEGREES F,,
09/11/1998,30,FEET,68,DEGREES F,,
09/11/1998,35,FEET,67,DEGREES F,,
09/28/1998,3,FEET,64,DEGREES F,,
09/28/1998,6,FEET,64,DEGREES F,,
09/28/1998,9,FEET,64,DEGREES F,,
09/28/1998,15,FEET,64,DEGREES F,,
09/28/1998,20,FEET,64,DEGREES F,,
09/28/1998,25,FEET,64,DEGREES F,,
09/28/1998,30,FEET,64,DEGREES F,,
09/28/1998,35,FEET,63,DEGREES F,,
05/26/1999,3,FEET,58,DEGREES F,,
05/26/1999,6,FEET,58,DEGREES F,,
05/26/1999,9,FEET,58,DEGREES F,,
05/26/1999,15,FEET,58,DEGREES F,,
05/26/1999,20,FEET,56,DEGREES F,,
05/26/1999,25,FEET,55,DEGREES F,,
05/26/1999,30,FEET,49,DEGREES F,,
05/26/1999,35,FEET,47,DEGREES F,,
06/21/1999,3,FEET,70,DEGREES F,,
06/21/1999,6,FEET,68,DEGREES F,,
06/21/1999,9,FEET,68,DEGREES F,,
06/21/1999,15,FEET,66,DEGREES F,,
06/21/1999,20,FEET,62,DEGREES F,,
06/21/1999,25,FEET,55,DEGREES F,,
06/21/1999,30,FEET,53,DEGREES F,,
06/21/1999,35,FEET,53,DEGREES F,,
07/22/1999,3,FEET,78,DEGREES F,,
07/22/1999,6,FEET,77,DEGREES F,,
07/22/1999,9,FEET,76,DEGREES F,,
07/22/1999,15,FEET,69,DEGREES F,,
07/22/1999,20,FEET,71,DEGREES F,,
07/22/1999,25,FEET,66,DEGREES F,,
07/22/1999,30,FEET,66,DEGREES F,,
07/22/1999,35,FEET,55,DEGREES F,,
08/21/1999,3,FEET,72,DEGREES F,,
08/21/1999,6,FEET,70,DEGREES F,,
08/21/1999,9,FEET,70,DEGREES F,,
08/21/1999,15,FEET,70,DEGREES F,,
08/21/1999,20,FEET,69,DEGREES F,,
08/21/1999,25,FEET,68,DEGREES F,,
08/21/1999,30,FEET,60,DEGREES F,,
08/21/1999,35,FEET,57,DEGREES F,,
10/06/1999,3,FEET,52,DEGREES F,,
10/06/1999,6,FEET,52,DEGREES F,,
10/06/1999,9,FEET,52,DEGREES F,,
10/06/1999,15,FEET,52,DEGREES F,,
10/06/1999,20,FEET,52,DEGREES F,,
10/06/1999,25,FEET,52,DEGREES F,,
10/06/1999,30,FEET,52,DEGREES F,,
10/06/1999,35,FEET,52,DEGREES F,,
06/25/2000,3,FEET,68,DEGREES F,,
06/25/2000,6,FEET,66,DEGREES F,,
06/25/2000,9,FEET,66,DEGREES F,,
06/25/2000,15,FEET,66,DEGREES F,,
06/25/2000,20,FEET,66,DEGREES F,,
06/25/2000,25,FEET,64,DEGREES F,,
06/25/2000,30,FEET,64,DEGREES F,,
06/25/2000,35,FEET,64,DEGREES F,,
07/15/2000,3,FEET,74,DEGREES F,,
07/15/2000,6,FEET,74,DEGREES F,,
07/15/2000,9,FEET,74,DEGREES F,,
07/15/2000,15,FEET,74,DEGREES F,,
07/15/2000,20,FEET,73,DEGREES F,,
07/15/2000,25,FEET,67,DEGREES F,,
07/15/2000,30,FEET,65,DEGREES F,,
07/15/2000,35,FEET,64,DEGREES F,,
07/15/2000,40,FEET,64,DEGREES F,,
07/15/2000,45,FEET,60,DEGREES F,,
08/21/2000,3,FEET,70,DEGREES F,,
08/21/2000,6,FEET,70,DEGREES F,,
08/21/2000,9,FEET,70,DEGREES F,,
08/21/2000,15,FEET,70,DEGREES F,,
08/21/2000,20,FEET,70,DEGREES F,,
08/21/2000,25,FEET,70,DEGREES F,,
08/21/2000,30,FEET,68,DEGREES F,,
08/21/2000,35,FEET,66,DEGREES F,,
08/21/2000,40,FEET,62,DEGREES F,,
10/03/2000,3,FEET,58,DEGREES F,,
10/03/2000,6,FEET,58,DEGREES F,,
10/03/2000,9,FEET,58,DEGREES F,,
10/03/2000,15,FEET,58,DEGREES F,,
10/03/2000,20,FEET,58,DEGREES F,,
10/03/2000,25,FEET,58,DEGREES F,,
10/03/2000,30,FEET,58,DEGREES F,,
10/03/2000,35,FEET,58,DEGREES F,,
06/22/2001,3,FEET,68,DEGREES F,,
06/22/2001,6,FEET,68,DEGREES F,,
06/22/2001,9,FEET,68,DEGREES F,,
06/22/2001,15,FEET,66,DEGREES F,,
06/22/2001,20,FEET,62,DEGREES F,,
06/22/2001,25,FEET,58,DEGREES F,,
06/22/2001,30,FEET,58,DEGREES F,,
07/31/2001,3,FEET,74,DEGREES F,,
07/31/2001,6,FEET,72,DEGREES F,,
07/31/2001,9,FEET,72,DEGREES F,,
07/31/2001,15,FEET,72,DEGREES F,,
07/31/2001,20,FEET,70,DEGREES F,,
07/31/2001,25,FEET,62,DEGREES F,,
07/31/2001,30,FEET,60,DEGREES F,,
07/31/2001,35,FEET,58,DEGREES F,,
08/17/2001,3,FEET,71,DEGREES F,,
08/17/2001,6,FEET,71,DEGREES F,,
08/17/2001,9,FEET,70,DEGREES F,,
08/17/2001,15,FEET,70,DEGREES F,,
08/17/2001,20,FEET,70,DEGREES F,,
10/10/2001,3,FEET,54,DEGREES F,,
10/10/2001,6,FEET,54,DEGREES F,,
10/10/2001,9,FEET,54,DEGREES F,,
10/10/2001,15,FEET,54,DEGREES F,,
10/10/2001,20,FEET,54,DEGREES F,,
10/10/2001,25,FEET,54,DEGREES F,,
10/10/2001,30,FEET,54,DEGREES F,,
10/10/2001,35,FEET,54,DEGREES F,,
05/29/2002,3,FEET,60,DEGREES F,,
05/29/2002,6,FEET,58,DEGREES F,,
05/29/2002,9,FEET,56,DEGREES F,,
05/29/2002,15,FEET,56,DEGREES F,,
05/29/2002,20,FEET,54,DEGREES F,,
05/29/2002,25,FEET,54,DEGREES F,,
05/29/2002,30,FEET,54,DEGREES F,,
05/29/2002,35,FEET,54,DEGREES F,,
05/29/2002,40,FEET,54,DEGREES F,,
06/26/2002,3,FEET,72,DEGREES F,,
06/26/2002,6,FEET,72,DEGREES F,,
06/26/2002,9,FEET,72,DEGREES F,,
06/26/2002,15,FEET,66,DEGREES F,,
06/26/2002,20,FEET,66,DEGREES F,,
06/26/2002,25,FEET,60,DEGREES F,,
06/26/2002,30,FEET,58,DEGREES F,,
07/24/2002,3,FEET,76,DEGREES F,,
07/24/2002,6,FEET,76,DEGREES F,,
07/24/2002,9,FEET,76,DEGREES F,,
07/24/2002,15,FEET,76,DEGREES F,,
07/24/2002,20,FEET,74,DEGREES F,,
07/24/2002,25,FEET,64,DEGREES F,,
07/24/2002,30,FEET,62,DEGREES F,,
07/24/2002,35,FEET,60,DEGREES F,,
08/20/2002,3,FEET,70,DEGREES F,,
08/20/2002,6,FEET,70,DEGREES F,,
08/20/2002,9,FEET,69,DEGREES F,,
08/20/2002,15,FEET,69,DEGREES F,,
08/20/2002,20,FEET,68,DEGREES F,,
08/20/2002,25,FEET,68,DEGREES F,,
08/20/2002,30,FEET,59,DEGREES F,,
10/11/2002,3,FEET,54,DEGREES F,,
10/11/2002,6,FEET,53,DEGREES F,,
10/11/2002,9,FEET,53,DEGREES F,,
10/11/2002,15,FEET,53,DEGREES F,,
10/11/2002,20,FEET,53,DEGREES F,,
10/11/2002,25,FEET,53,DEGREES F,,
10/11/2002,30,FEET,53,DEGREES F,,
10/11/2002,35,FEET,53,DEGREES F,,
05/29/2003,3,FEET,61.7,DEGREES F,,
05/29/2003,6,FEET,60.6,DEGREES F,,
05/29/2003,9,FEET,60.2,DEGREES F,,
05/29/2003,15,FEET,59.3,DEGREES F,,
05/29/2003,20,FEET,56.1,DEGREES F,,
05/29/2003,25,FEET,52.5,DEGREES F,,
05/29/2003,30,FEET,51,DEGREES F,,
05/29/2003,35,FEET,50.9,DEGREES F,,
05/29/2003,40,FEET,50.7,DEGREES F,,
06/29/2003,3,FEET,67.4,DEGREES F,,
06/29/2003,6,FEET,66.9,DEGREES F,,
06/29/2003,9,FEET,66.9,DEGREES F,,
06/29/2003,15,FEET,66.7,DEGREES F,,
06/29/2003,20,FEET,62.9,DEGREES F,,
06/29/2003,25,FEET,57,DEGREES F,,
06/29/2003,30,FEET,54.8,DEGREES F,,
06/29/2003,35,FEET,54.3,DEGREES F,,
06/29/2003,40,FEET,53.9,DEGREES F,,
07/23/2003,3,FEET,71,DEGREES F,,
07/23/2003,6,FEET,70.8,DEGREES F,,
07/23/2003,9,FEET,70.7,DEGREES F,,
07/23/2003,15,FEET,70.1,DEGREES F,,
07/23/2003,20,FEET,69.8,DEGREES F,,
07/23/2003,25,FEET,64.2,DEGREES F,,
07/23/2003,30,FEET,56.4,DEGREES F,,
