Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Stratton Lake,Waupaca,259600,NE,69,,693180,CE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
47997229,07/23/2011,12,NO,3.6,,,41,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
47997229,08/20/2011,10,NO,3,,,44,,,LOW,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
47997229,09/03/2011,12,NO,3.6,,,41,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
47997229,05/26/2012,11,NO,3.3,,,43,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
47997229,06/02/2012,13,NO,4,,,40,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
47997229,07/05/2012,17,NO,5.2,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
47997229,08/11/2012,10,NO,3,,,44,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
1,10/26/2012,,,,,9,,45,,,,,,
1,04/28/2013,,,,,13,,48,,,,,,
81855176,06/23/2013,23,NO,7,,,32,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
81855176,06/26/2013,19,YES,5.8,,,35,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
81855176,06/30/2013,17,NO,5.2,,,36,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
47997234,07/06/2013,10,YES,3,,,44,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
81855176,07/07/2013,14,NO,4.3,,,39,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
81855176,07/16/2013,12.5,NO,3.8,,,41,,,,,CLEAR,BLUE,1-Beautiful, could not be nicer
81855176,07/26/2013,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
81855176,08/02/2013,11.75,NO,3.6,,,42,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
81855176,08/08/2013,9.75,NO,3,,,44,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
47997234,08/17/2013,8,NO,2.4,,,47,,,NORMAL,,MURKY,GREEN,2-Very minor aesthetic problems
47997234,08/23/2013,6,NO,1.8,,,44,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
1,11/13/2013,,,,,6,,42,,,,,,
1,05/14/2014,,,,,8,,44,,,,,,
47997234,06/15/2014,15,NO,4.6,,,38,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
47997234,07/27/2014,10,NO,3,,,44,,,NORMAL,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
47997234,08/15/2014,16,NO,4.9,,,37,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
1,11/12/2014,,,,,10,,46,,,,,,
1,04/02/2015,,,,,6,,42,,,,,,
8189044,05/09/2015,18,NO,5.5,,,35,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8189044,06/17/2015,15,NO,4.6,,,38,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
8189044,07/18/2015,17,NO,5.2,,,36,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
8189044,08/29/2015,18,NO,5.5,,,35,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
1,11/09/2015,,,,,17,,50,,,,,,
1,04/24/2016,,,,,13,,48,,,,,,
8189044,06/23/2016,10,,3,,,44,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
8189044,07/03/2016,11,NO,3.3,,,43,,,NORMAL,,,GREEN,2-Very minor aesthetic problems
8189044,07/10/2016,11,NO,3.3,,,43,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems
8189044,08/14/2016,14,NO,4.3,,,39,,,NORMAL,,CLEAR,GREEN,2-Very minor aesthetic problems



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
04/28/2001,12,FEET,52,DEGREES F,,
05/14/2002,19,FEET,55,DEGREES F,,



Start Date,Fieldwork Comment
06/13/1991,Choppy    
06/29/1991,Windy    
07/10/1991,Algae blooms- calm- hazy- lots of weeds    
07/26/1991,Cool- calm- overcast    
08/09/1991,Cloudy- calm- lots of weeds.    
08/28/1991,Slight wind- minor chop- very warm    
09/05/1991,Cloudy- overcast    
09/20/1991,Sunny- calm- weeds are bad.    
10/07/1991,Cool- breezy- sunny    
10/19/1991,Bright- cold- floating leaves    
06/01/1992,Floating seeds- very minor problem.    
06/16/1992,Cloudy.    
06/29/1992,Cool- overcast sky.    
07/11/1992,Cloudy day.    
08/11/1992,Windy/cloudy.    
09/08/1992,Breezy.    
10/04/1992,Breezy.    
05/15/1993,Overcast- cool day.  Ice out for 5 weeks.    
05/26/1993,Unable to locate the deep hole- so 'riled up' the bottom to keep from further readings.    
06/16/1993,Heavy rain 6/8    
06/22/1993,Water skiing nearby- my anchor probably stirred up the bottom.    
07/07/1993,Heavy rain 12 hours ago    
08/18/1993,Recent hot weather    
06/27/1994,Recent 2 weeks hot weather.    
10/17/1994,Cloudy- warm- drizzle!    
05/18/1995,Test taken 2 days after observed green floating moss like material.    
06/02/1995,Floating pollen + dead leaves.    
07/03/1995,Breezy.  Recent rain (2") last week cooled lake after 2 weeks. hot weather.    
07/18/1995,Breezy.  2nd day of 70 degree temps. after two record heat waves.    
07/31/1995,Continued heat wave.    
08/12/1995,Recent heavy rains!    
05/05/1996,Ice out 2 weeks.    
05/27/1996,Breezy-overcast.    
06/11/1996,Overcast day after 2 weeks of showers    
07/05/1996,Recent hot weather.    
04/25/1997,Ice out 5 weeks.    
05/23/1997,Still cool weather.    
06/09/1997,Floating pollen.    
07/07/1997,4 days of breezy cool- (70 degrees) - after a week of 90 degree temperatures.  Calm days.    
07/16/1998,Follows record heat spell    
04/24/1999,Ice out four weeks ago.  Sunny and calm.    
05/09/1999,2" rain last week.  Floating cottomwood fuzz.    
05/22/1999,Some pine pollen.    
07/08/1999,After 2 weeks of hot weather.    
07/19/1999,Overcast skies.    
06/23/2000,Perception is zero.    
06/30/2000,Perception is zero.    
08/12/2000,Perception is zero.    
06/14/2008,Heavy rains days prior.  Water the clearest I have ever seen it.
09/03/2011,From: Johnson- Ted M - DNR [mailto:TedM.Johnson@Wisconsin.gov] 
Sent: Wednesday- September 07- 2011 3:45 PM
To: Joe Kuhn
Subject: Temporary Algal Bloom 

Hi Joe-
As you know- Spencer and Stratton Lakes both experienced a prolonged low level algal bloom this summer. I sent samples to Madison and the following was found: 
"Species of small coccoid colonial blue-green algae were common in both samples. Another colonial blue-green- Cyanodictyon planktonicum- was quite common in the Spencer Lake sample. Cyanodictyon is capable of forming blooms- but to the best of my knowledge it is not known to produce toxins. The small coccoid blue-green algae were a mix of species and did not include the toxin-producing taxa which we are most concerned about in Wisconsin (Anabaena- Aphanizomenon- Microcystis- Cylindrospermopsis)."
I think that we had enough runoff / nutrients along with other environmental factors to cause this temporary problem. I doubt this condition will persist into next summer. Please contact me if you have questions. Thanks- Ted
 
 
? Ted M. Johnson
Water Resource Biologist
Wisconsin Department of Natural Resources
427 E. Tower Dr. Suite 100
Wautoma- WI 54982
(?) phone:      (920) 787-4686 (Ext. 3017)
(?) fax:         (920) 787-2477
(?) e-mail:     tedm.johnson@wisconsin.gov

06/23/2013,Windy- sunny- few clouds
06/26/2013,sunny/ partly cloudy.  A common loon was seen from 10:30 am to 12:30 pm and at one point was chased away by a duck. 
06/30/2013,Sunny. Boaters were out earlier. Slow no wake after 2:30.
07/07/2013,sunny/partly cloudy. 
07/16/2013,Partly cloudy. 94 degrees F.
07/26/2013,Partly cloudy. About two hours ago there was a short intense rainfall.
08/02/2013,Partly cloudy. Winds NNW at 14 mph. Boaters were out earlier. 
08/08/2013,Sunny




Start Date,Group Name,Project Name
06/13/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
06/29/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
07/10/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
07/26/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
08/09/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
08/28/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
09/05/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
09/20/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
10/07/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
10/19/1991,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
06/01/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
06/16/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
06/29/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
07/11/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
07/24/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
08/11/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
08/25/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
09/08/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
09/19/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
10/04/1992,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
05/15/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
05/26/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
06/16/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
06/22/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
07/07/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
07/23/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
08/05/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
08/18/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
09/02/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
09/17/1993,Homer Fratt,Citizen Lake Monitoring - Water Quality - Stratton Lake; North Basin
