Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Beaver Dam Lake,Barron,2081200,NO,3,,033132,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,05/27/1992,9.5,,2.89,4,7,45,43,45,,,,,
1,06/24/1992,10.5,,3.2,39,40,43,57,62,,,,,
8190878,06/30/1992,12,NO,3.6,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190878,07/16/1992,11.5,NO,3.5,,,42,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
1,08/11/1992,,,,4.85,63,,60,47,,,,,
8190878,08/19/1992,12,NO,3.6,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190018,05/16/1994,11.5,NO,3.5,,,42,,,,,CLEAR,GREEN,2-Very minor aesthetic problems
1,05/17/1994,,,,,,,,,,,,,
8190018,06/03/1994,13.75,NO,4.2,,,39,,,,,CLEAR,GREEN,2-Very minor aesthetic problems
1,06/21/1994,,,,,,,,,,,,,
1,08/16/1994,,,,,,,,,,,,,
1,09/20/1994,,,,,,,,,,,,,
8190018,06/12/1995,15,NO,4.6,,,38,,,,,,,2-Very minor aesthetic problems
8190018,07/07/1995,14.5,NO,4.4,,,39,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190018,08/31/1998,13.5,NO,4.1,,,40,,,NO CHANGE,,CLEAR,GREEN,2-Very minor aesthetic problems
8190018,06/26/2000,17,NO,5.2,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,07/11/2000,14,NO,4.3,,,39,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,07/31/2000,11.5,NO,3.5,,,42,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/29/2000,12,NO,3.6,,,41,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,10/18/2000,15.25,NO,4.6,,,38,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/28/2001,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/14/2001,12.5,NO,3.8,,,41,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/03/2001,9,NO,2.7,,,45,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,09/06/2001,11,NO,3.3,,,43,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,10/01/2001,12.75,NO,3.9,,,40,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/05/2002,10.5,NO,3.2,,,43,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/19/2002,11,NO,3.3,,,43,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,07/17/2002,11.5,NO,3.5,,,42,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,07/31/2002,12,NO,3.6,,,41,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/27/2002,11,NO,3.3,,,43,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/03/2004,13.5,NO,4.1,,,40,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/17/2004,13.5,NO,4.1,,,40,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/29/2004,13.5,NO,4.1,,,40,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/19/2004,9,NO,2.7,,,45,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,09/11/2004,10,NO,3,,,44,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,10/10/2004,12,NO,3.6,,,41,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,05/19/2005,12.5,NO,3.8,,,41,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/10/2005,11.75,NO,3.6,,,42,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/28/2005,13.5,NO,4.1,,,40,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,07/14/2005,13.5,NO,4.1,,,40,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/04/2005,14,NO,4.3,,,39,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/23/2005,14,NO,4.3,,,39,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,05/29/2007,22,NO,6.7,1.8,12,32,47,39,LOW,1.22,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190018,06/20/2007,15.75,NO,4.8,,,37,,,LOW,1.25,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,06/28/2007,14.8,NO,4.5,1.49,9,38,45,38,LOW,,CLEAR,BLUE,
8190018,07/17/2007,17.5,NO,5.3,,,36,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,07/25/2007,13.5,NO,4.1,1.22,8,40,44,36,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/06/2007,18.7,NO,5.7,,,35,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,08/22/2007,19.7,NO,6,2.02,34,34,55,40,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/16/2007,16.4,NO,5,,,37,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/26/2007,16.7,NO,5.1,2.69,8,37,44,42,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/28/2008,15,NO,4.6,,,38,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/29/2008,17.25,NO,5.2,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,09/17/2008,15,NO,4.6,,,38,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/04/2009,25.75,NO,7.8,,,30,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/07/2009,24,NO,7.3,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,08/09/2009,20.5,NO,6.2,,,34,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,09/03/2009,18,NO,5.5,,,35,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,09/15/2009,15.5,NO,4.7,,,38,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/30/2010,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,08/06/2010,15,NO,4.6,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/12/2010,14,NO,4.3,,,39,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,10/05/2010,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,06/30/2011,15.5,NO,4.7,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/25/2011,18,NO,5.5,,,35,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/07/2011,15,NO,4.6,,,38,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,10/05/2011,17,NO,5.2,,,36,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,06/05/2012,16.5,NO,5,,,37,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/19/2012,15,NO,4.6,,,38,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,08/01/2012,18.5,NO,5.6,,,35,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/29/2012,16,NO,4.9,,,37,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/03/2013,18,NO,5.5,,,35,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8190018,07/31/2013,11.5,NO,3.5,,,42,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/04/2013,16,NO,4.9,,,37,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/25/2013,17,NO,5.2,,,36,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,06/21/2014,16,NO,4.9,,,37,,,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
8190018,07/17/2014,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,08/09/2014,15,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,08/22/2014,16,NO,4.9,,,37,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,06/14/2015,19.5,NO,5.9,,,34,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/10/2015,12,NO,3.6,,,41,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/23/2015,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/07/2015,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,07/05/2016,19.5,NO,5.9,,,34,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,08/01/2016,15,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,08/07/2016,17.5,NO,5.3,,,36,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190018,09/18/2016,15,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
05/27/1992,,,16.76,C,10.2,MG/L
06/24/1992,,,18.09,C,9.9,MG/L
08/11/1992,,,22.71,C,9.05,MG/L
05/17/1994,,,6.40,C,0.89,MG/L
06/21/1994,,,8.04,C,0.60,MG/L
08/16/1994,,,10.57,C,0.57,MG/L
09/20/1994,,,15.57,C,0.33,MG/L
05/29/2007,1,METERS,16.8,DEGREES C,11.3,MG/L
05/29/2007,5,METERS,15.9,DEGREES C,11.2,MG/L
05/29/2007,7,METERS,11,DEGREES C,12,MG/L
05/29/2007,10,METERS,9,DEGREES C,11.5,MG/L
05/29/2007,12,METERS,7,DEGREES C,11.5,MG/L
05/29/2007,14,METERS,5.7,DEGREES C,11.3,MG/L
05/29/2007,16,METERS,5.1,DEGREES C,11.4,MG/L
05/29/2007,18,METERS,5,DEGREES C,11.8,MG/L
05/29/2007,20,METERS,4.9,DEGREES C,11.5,MG/L
05/29/2007,22,METERS,4.8,DEGREES C,6,MG/L
05/29/2007,24,METERS,4.8,DEGREES C,2,MG/L
05/29/2007,26,METERS,4.8,DEGREES C,.7,MG/L
06/20/2007,1,METERS,22.4,DEGREES C,7.29,MG/L
06/20/2007,2,METERS,22.2,DEGREES C,7.24,MG/L
06/20/2007,3,METERS,22.1,DEGREES C,7.23,MG/L
06/20/2007,4,METERS,22,DEGREES C,7.21,MG/L
06/20/2007,6,METERS,19.8,DEGREES C,7.8,MG/L
06/20/2007,8,METERS,14.6,DEGREES C,7.6,MG/L
06/20/2007,9,METERS,10.4,DEGREES C,7.55,MG/L
06/20/2007,10,METERS,9.3,DEGREES C,7.5,MG/L
06/20/2007,11,METERS,8.1,DEGREES C,6.98,MG/L
06/20/2007,12,METERS,7.2,DEGREES C,7.29,MG/L
06/20/2007,13,METERS,6.6,DEGREES C,7.46,MG/L
06/20/2007,14,METERS,6.1,DEGREES C,7.67,MG/L
06/20/2007,16,METERS,5.4,DEGREES C,7.23,MG/L
06/20/2007,19,METERS,5.1,DEGREES C,6.85,MG/L
06/20/2007,20,METERS,5.1,DEGREES C,.6,MG/L
06/28/2007,1,METERS,23.6,DEGREES C,7.15,MG/L
06/28/2007,2,METERS,23.7,DEGREES C,8.43,MG/L
06/28/2007,4,METERS,23.8,DEGREES C,7.34,MG/L
06/28/2007,6,METERS,20.5,DEGREES C,8.35,MG/L
06/28/2007,7,METERS,17.2,DEGREES C,8.07,MG/L
06/28/2007,8,METERS,14,DEGREES C,7.61,MG/L
06/28/2007,10,METERS,9,DEGREES C,7.19,MG/L
06/28/2007,12,METERS,7.4,DEGREES C,7.58,MG/L
06/28/2007,14,METERS,6.2,DEGREES C,7.66,MG/L
06/28/2007,16,METERS,5.7,DEGREES C,7.73,MG/L
06/28/2007,18,METERS,5.4,DEGREES C,7.62,MG/L
06/28/2007,20,METERS,5.2,DEGREES C,6.58,MG/L
06/28/2007,22,METERS,4.9,DEGREES C,5.5,MG/L
06/28/2007,24,METERS,4.8,DEGREES C,3.35,MG/L
06/28/2007,26,METERS,4.7,DEGREES C,.8,MG/L
07/17/2007,1,METERS,23.8,DEGREES C,10.18,MG/L
07/17/2007,2,METERS,23.6,DEGREES C,10.05,MG/L
07/17/2007,3,METERS,23.4,DEGREES C,9.95,MG/L
07/17/2007,4,METERS,23.1,DEGREES C,9.52,MG/L
07/17/2007,5,METERS,23,DEGREES C,9.55,MG/L
07/17/2007,8,METERS,15,DEGREES C,8.7,MG/L
07/17/2007,10,METERS,10,DEGREES C,8.9,MG/L
07/17/2007,12,METERS,7.3,DEGREES C,8.61,MG/L
07/17/2007,14,METERS,6.2,DEGREES C,8.16,MG/L
07/17/2007,16,METERS,5.4,DEGREES C,8.16,MG/L
07/17/2007,18,METERS,5.2,DEGREES C,6.85,MG/L
07/17/2007,20,METERS,5,DEGREES C,5.6,MG/L
07/17/2007,22,METERS,4.9,DEGREES C,4.45,MG/L
07/17/2007,24,METERS,4.8,DEGREES C,1.04,MG/L
07/17/2007,26,METERS,4.8,DEGREES C,.64,MG/L
07/25/2007,1,METERS,24.9,DEGREES C,8.57,MG/L
07/25/2007,2,METERS,24.3,DEGREES C,8.82,MG/L
07/25/2007,3,METERS,23.8,DEGREES C,8.11,MG/L
07/25/2007,4,METERS,23.6,DEGREES C,8.06,MG/L
07/25/2007,5,METERS,23.4,DEGREES C,8.2,MG/L
07/25/2007,6,METERS,23,DEGREES C,6.6,MG/L
07/25/2007,7,METERS,21,DEGREES C,7.06,MG/L
07/25/2007,8,METERS,15.3,DEGREES C,6.28,MG/L
07/25/2007,10,METERS,10.2,DEGREES C,5.7,MG/L
07/25/2007,12,METERS,7.5,DEGREES C,6.14,MG/L
07/25/2007,14,METERS,6.1,DEGREES C,5.56,MG/L
07/25/2007,16,METERS,5.5,DEGREES C,5.62,MG/L
07/25/2007,18,METERS,5.2,DEGREES C,4.43,MG/L
07/25/2007,20,METERS,5,DEGREES C,3.27,MG/L
07/25/2007,22,METERS,4.9,DEGREES C,.52,MG/L
08/06/2007,1,METERS,25.1,DEGREES C,8.4,MG/L
08/06/2007,5,METERS,24.4,DEGREES C,8.27,MG/L
08/06/2007,7,METERS,21.5,DEGREES C,6.54,MG/L
08/06/2007,8,METERS,17.4,DEGREES C,4.44,MG/L
08/06/2007,10,METERS,10.5,DEGREES C,5.47,MG/L
08/06/2007,15,METERS,5.9,DEGREES C,5.84,MG/L
08/06/2007,20,METERS,5,DEGREES C,3.4,MG/L
08/06/2007,21,METERS,5,DEGREES C,1.98,MG/L
08/06/2007,22,METERS,4.9,DEGREES C,.9,MG/L
08/06/2007,23,METERS,4.9,DEGREES C,.48,MG/L
08/06/2007,24,METERS,4.9,DEGREES C,.45,MG/L
08/06/2007,25,METERS,4.8,DEGREES C,.44,MG/L
08/06/2007,26,METERS,4.8,DEGREES C,.44,MG/L
08/06/2007,27,METERS,4.8,DEGREES C,.42,MG/L
08/22/2007,1,METERS,20.9,DEGREES C,8.5,MG/L
08/22/2007,5,METERS,20.8,DEGREES C,8.25,MG/L
08/22/2007,7,METERS,20.7,DEGREES C,8.29,MG/L
08/22/2007,8,METERS,19.3,DEGREES C,4,MG/L
08/22/2007,9,METERS,13.8,DEGREES C,3.05,MG/L
08/22/2007,10,METERS,11.2,DEGREES C,3.65,MG/L
08/22/2007,11,METERS,9.4,DEGREES C,3.46,MG/L
08/22/2007,12,METERS,7.9,DEGREES C,4.65,MG/L
08/22/2007,15,METERS,6.1,DEGREES C,4.73,MG/L
08/22/2007,16,FEET,5.8,DEGREES C,3.73,MG/L
08/22/2007,19,FEET,5.2,DEGREES C,4.6,MG/L
08/22/2007,20,FEET,5.1,DEGREES C,2.02,MG/L
08/22/2007,21,FEET,5,DEGREES C,1,MG/L
08/22/2007,22,FEET,5,DEGREES C,.35,MG/L
08/22/2007,23,FEET,4.9,DEGREES C,.29,MG/L
08/22/2007,,,,,8.50,MG/L
09/16/2007,1,METERS,17.9,DEGREES C,9.14,MG/L
09/16/2007,2,METERS,17.9,DEGREES C,9.12,MG/L
09/16/2007,3,METERS,17.9,DEGREES C,9.12,MG/L
09/16/2007,4,METERS,17.6,DEGREES C,9.08,MG/L
09/16/2007,5,METERS,17.4,DEGREES C,8.86,MG/L
09/16/2007,6,METERS,17.3,DEGREES C,8.84,MG/L
09/16/2007,8,METERS,17.2,DEGREES C,8.77,MG/L
09/16/2007,11,METERS,9.8,DEGREES C,1.36,MG/L
09/16/2007,12,METERS,8.4,DEGREES C,1.32,MG/L
09/16/2007,14,METERS,6.6,DEGREES C,2.24,MG/L
09/16/2007,16,METERS,5.7,DEGREES C,3.1,MG/L
09/16/2007,18,METERS,5.4,DEGREES C,1.75,MG/L
09/16/2007,20,METERS,5.1,DEGREES C,.34,MG/L
09/16/2007,22,METERS,5,DEGREES C,.27,MG/L
09/16/2007,24,METERS,5,DEGREES C,.26,MG/L
09/26/2007,1,METERS,17.3,DEGREES C,7.85,MG/L
09/26/2007,2,METERS,17.3,DEGREES C,7.9,MG/L
09/26/2007,4,METERS,17.3,DEGREES C,7.85,MG/L
09/26/2007,6,METERS,17.3,DEGREES C,7.65,MG/L
09/26/2007,8,METERS,17.1,DEGREES C,7.52,MG/L
09/26/2007,9,METERS,16.9,DEGREES C,7.14,MG/L
09/26/2007,10,METERS,15.3,DEGREES C,3.94,MG/L
09/26/2007,11,METERS,12,DEGREES C,.66,MG/L
09/26/2007,12,METERS,8.6,DEGREES C,.84,MG/L
09/26/2007,14,METERS,6.7,DEGREES C,2.08,MG/L
09/26/2007,16,METERS,6,DEGREES C,2.1,MG/L
09/26/2007,18,METERS,5.5,DEGREES C,1.76,MG/L
09/26/2007,20,METERS,5.3,DEGREES C,.26,MG/L
09/26/2007,22,METERS,5.2,DEGREES C,.24,MG/L
09/26/2007,25,METERS,5,DEGREES C,.23,MG/L
06/28/2008,5,FEET,76.1,DEGREES F,8.75,MG/L
06/28/2008,10,FEET,75.4,DEGREES F,8.83,MG/L
06/28/2008,15,FEET,72.8,DEGREES F,8.35,MG/L
06/28/2008,20,FEET,65,DEGREES F,7.15,MG/L
06/28/2008,25,FEET,53,DEGREES F,7.01,MG/L
06/28/2008,30,FEET,47.2,DEGREES F,6.64,MG/L
06/28/2008,35,FEET,44.7,DEGREES F,6.23,MG/L
06/28/2008,40,FEET,43.4,DEGREES F,6.35,MG/L
06/28/2008,50,FEET,42.1,DEGREES F,6.05,MG/L
06/28/2008,60,FEET,41.4,DEGREES F,5.35,MG/L
06/28/2008,70,FEET,41.1,DEGREES F,3.88,MG/L
06/28/2008,75,FEET,41,DEGREES F,1.8,MG/L
06/28/2008,80,FEET,40.9,DEGREES F,.12,MG/L
08/29/2008,5,FEET,71.9,DEGREES F,9.4,MG/L
08/29/2008,10,FEET,71.3,DEGREES F,9.38,MG/L
08/29/2008,15,FEET,71,DEGREES F,9.3,MG/L
08/29/2008,20,FEET,70.6,DEGREES F,8.8,MG/L
08/29/2008,22,FEET,68.2,DEGREES F,7.1,MG/L
08/29/2008,25,FEET,55.4,DEGREES F,5.75,MG/L
08/29/2008,30,FEET,48.6,DEGREES F,5.55,MG/L
08/29/2008,35,FEET,45.2,DEGREES F,5.8,MG/L
08/29/2008,40,FEET,43.9,DEGREES F,5.8,MG/L
08/29/2008,50,FEET,42.5,DEGREES F,5.07,MG/L
08/29/2008,60,FEET,41.8,DEGREES F,3.8,MG/L
08/29/2008,70,FEET,41.3,DEGREES F,2.85,MG/L
08/29/2008,80,FEET,41,DEGREES F,.06,MG/L
09/17/2008,5,FEET,66.3,DEGREES F,10.05,MG/L
09/17/2008,10,FEET,64.4,DEGREES F,10.07,MG/L
09/17/2008,15,FEET,64,DEGREES F,10,MG/L
09/17/2008,20,FEET,63.7,DEGREES F,9.87,MG/L
09/17/2008,25,FEET,60.4,DEGREES F,5.73,MG/L
09/17/2008,30,FEET,49.9,DEGREES F,3.98,MG/L
09/17/2008,35,FEET,45.3,DEGREES F,4.03,MG/L
09/17/2008,40,FEET,43.3,DEGREES F,3.57,MG/L
09/17/2008,50,FEET,42.2,DEGREES F,4.04,MG/L
09/17/2008,60,FEET,41.5,DEGREES F,2.64,MG/L
09/17/2008,70,FEET,41.2,DEGREES F,.07,MG/L
09/17/2008,80,FEET,41.1,DEGREES F,.06,MG/L
06/04/2009,5,FEET,64.1,DEGREES F,11.2,MG/L
06/04/2009,10,FEET,63.9,DEGREES F,11.15,MG/L
06/04/2009,15,FEET,63.7,DEGREES F,11.16,MG/L
06/04/2009,20,FEET,61.5,DEGREES F,10.75,MG/L
06/04/2009,25,FEET,58.4,DEGREES F,10.45,MG/L
06/04/2009,30,FEET,53.1,DEGREES F,10.1,MG/L
06/04/2009,40,FEET,45.6,DEGREES F,7.7,MG/L
06/04/2009,50,FEET,44.1,DEGREES F,7.11,MG/L
06/04/2009,60,FEET,42.3,DEGREES F,5.43,MG/L
06/04/2009,70,FEET,42,DEGREES F,.15,MG/L
07/07/2009,5,FEET,73,DEGREES F,9.83,MG/L
07/07/2009,10,FEET,72.3,DEGREES F,9.81,MG/L
07/07/2009,20,FEET,66,DEGREES F,9.54,MG/L
07/07/2009,30,FEET,55.4,DEGREES F,7.3,MG/L
07/07/2009,35,FEET,49.8,DEGREES F,5.95,MG/L
07/07/2009,40,FEET,46.4,DEGREES F,5.73,MG/L
07/07/2009,50,FEET,43.7,DEGREES F,4.93,MG/L
07/07/2009,55,FEET,42.8,DEGREES F,3.63,MG/L
07/07/2009,60,FEET,42.1,DEGREES F,2.68,MG/L
07/07/2009,70,FEET,41.4,DEGREES F,.5,MG/L
07/07/2009,80,FEET,41,DEGREES F,.04,MG/L
08/09/2009,5,FEET,72,DEGREES F,9.24,MG/L
08/09/2009,10,FEET,71.4,DEGREES F,9.26,MG/L
08/09/2009,20,FEET,70.4,DEGREES F,9.25,MG/L
08/09/2009,30,FEET,57,DEGREES F,4.7,MG/L
08/09/2009,35,FEET,50.7,DEGREES F,2.66,MG/L
08/09/2009,40,FEET,47.7,DEGREES F,2.3,MG/L
08/09/2009,50,FEET,44.2,DEGREES F,2.59,MG/L
08/09/2009,55,FEET,43.2,DEGREES F,1.2,MG/L
08/09/2009,60,FEET,42.2,DEGREES F,.3,MG/L
08/09/2009,70,FEET,41.4,DEGREES F,.05,MG/L
08/09/2009,80,FEET,41.2,DEGREES F,.04,MG/L
09/03/2009,5,FEET,69.5,DEGREES F,9.58,MG/L
09/03/2009,10,FEET,69,DEGREES F,9.75,MG/L
09/03/2009,20,FEET,68.5,DEGREES F,9.25,MG/L
09/03/2009,25,FEET,67.7,DEGREES F,8.4,MG/L
09/03/2009,30,FEET,58.2,DEGREES F,2.25,MG/L
09/03/2009,40,FEET,47.6,DEGREES F,1.18,MG/L
09/03/2009,50,FEET,44,DEGREES F,.25,MG/L
09/03/2009,60,FEET,42.1,DEGREES F,.07,MG/L
09/03/2009,70,FEET,41.7,DEGREES F,.04,MG/L
09/15/2009,5,FEET,71.4,DEGREES F,9.32,MG/L
09/15/2009,10,FEET,71.3,DEGREES F,9.39,MG/L
09/15/2009,20,FEET,70,DEGREES F,9.18,MG/L
09/15/2009,25,FEET,67.7,DEGREES F,7.76,MG/L
09/15/2009,30,FEET,60,DEGREES F,.25,MG/L
09/15/2009,40,FEET,47.5,DEGREES F,.16,MG/L
09/15/2009,50,FEET,43.8,DEGREES F,.03,MG/L
09/15/2009,60,FEET,42.4,DEGREES F,.03,MG/L
