Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Sisters Lake,Oneida,1588200,NO,44,,443147,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,08/10/1973,,,,,20,,51,,,,,,
1,11/12/1973,,,,,70,,61,,,,,,
1,03/14/1974,,,,,20,,51,,,,,,
1,05/07/1974,,,,,40,,57,,,,,,
1,08/10/1974,,,,,20,,51,,,,,,
1,10/18/1974,,,,,90,,63,,,,,,
1,01/27/1975,,,,,10,,46,,,,,,
8190289,05/31/1986,23,NO,7,,,32,,,,,CLEAR,BLUE,
8190289,06/28/1986,19.75,NO,6,,,34,,,,,CLEAR,BLUE,
8190289,07/20/1986,16.25,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190289,07/26/1986,17,NO,5.2,,,36,,,,,CLEAR,BLUE,
8190289,08/03/1986,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190289,08/09/1986,15.5,NO,4.7,,,38,,,,,CLEAR,BLUE,
8190289,09/13/1986,14.25,NO,4.3,,,39,,,,,,BROWN,
8190289,05/02/1987,10,NO,3,,,44,,,LOW,,,GREEN,
8190289,06/07/1987,20.25,NO,6.2,,,34,,,,,CLEAR,BLUE,
8190289,06/28/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,07/18/1987,23.25,NO,7.1,,,32,,,,,CLEAR,BLUE,
8190289,07/26/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,08/08/1987,23.5,NO,7.1,,,32,,,,,CLEAR,BLUE,
8190289,09/05/1987,20.25,NO,6.2,,,34,,,,,CLEAR,BLUE,
8190289,09/27/1987,20.75,NO,6.3,,,33,,,,,CLEAR,BLUE,
25933083,06/04/2009,17.7,NO,5.4,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932776,06/23/2009,23,NO,7,0.66,13,32,48,32,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932769,07/07/2009,23,NO,7,,,32,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932769,07/20/2009,18.9,NO,5.7,2.04,10,35,46,40,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932769,08/03/2009,21.2,,6.4,,,33,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932776,08/24/2009,20.4,NO,6.2,1.76,11,34,47,39,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932769,09/08/2009,19.4,NO,5.9,,,34,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932776,09/24/2009,20.9,NO,6.4,,,33,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932776,10/09/2009,9.3,NO,2.8,,,45,,,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
25932776,04/19/2010,14.1,NO,4.3,,13,39,48,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,05/06/2010,19.8,NO,6,,,34,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932776,05/17/2010,20.9,NO,6.4,,,33,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,06/07/2010,20.2,NO,6.1,,,34,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932773,06/17/2010,18.7,NO,5.7,1.6,8,35,44,38,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/09/2010,17.9,NO,5.4,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932773,07/25/2010,18.3,NO,5.6,,,35,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/25/2010,,,,2.2,8,,44,41,,,,,
25933083,08/12/2010,21.5,NO,6.5,,,33,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
25932769,08/23/2010,16.3,NO,5,,,37,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
25933083,08/23/2010,,,,2.74,13,,48,42,,,,,
25932769,09/12/2010,,,,,,,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,10/05/2010,14.6,NO,4.4,,,39,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,05/11/2011,10.1,NO,3.1,,13,44,48,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,06/08/2011,16.3,NO,5,,,37,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,06/25/2011,16.1,NO,4.9,2.12,10,37,46,40,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/25/2011,18.7,NO,5.7,2.03,8,35,44,40,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,08/11/2011,19.1,NO,5.8,,,35,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932773,09/07/2011,19.4,NO,5.9,,,34,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,09/07/2011,,,,2.31,10,,46,41,,,,,
25932773,09/19/2011,,,,,,,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932776,04/13/2012,10.5,NO,3.2,,,43,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,04/13/2012,,,,,18,,51,,,,,,
25932773,05/31/2012,17.7,NO,5.4,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/11/2012,17.3,NO,5.3,1.78,9,36,45,39,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932776,07/25/2012,21.4,NO,6.5,,,33,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/25/2012,,,,1.57,8,,44,38,,,,,
25932773,08/22/2012,18.3,NO,5.6,,,35,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,08/22/2012,,,,1.63,6,,42,38,,,,,
25933083,05/25/2013,16.3,NO,5,,10.6,37,46,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932773,06/24/2013,20.1,NO,6.1,,,34,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,06/24/2013,,,,2.31,9.56,,46,41,,,,,
25933083,07/20/2013,17,NO,5.2,1.73,6.46,36,43,39,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,08/29/2013,, ,,2.15,11.7,,47,41,,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,05/23/2014,12.9,NO,3.9,,11,40,47,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,06/22/2014,22.4,NO,6.8,1.69,6.46,32,43,39,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932773,07/23/2014,17.3,NO,5.3,,,36,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932773,09/03/2014,, ,,,,,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,09/03/2014,,,,1.7,10.4,,46,39,,,,,
25933083,05/27/2015,16.6, ,5,,10.1,37,46,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25932773,06/27/2015,19.8,NO,6,,,34,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,06/27/2015,,,,1.2,9.11,,45,36,,,,,
25932773,07/20/2015,17.5, ,5.3,,,36,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/20/2015,,,,1.24,10.3,,46,36,,,,,
25932773,08/26/2015,14.7,NO,4.5,,,38,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,08/26/2015,,,,4.73,15.9,,50,47,,,,,
25932773,05/02/2016,10.1,NO,3.1,,,44,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,05/02/2016,,,,,14.8,,49,,,,,,
