Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Bass Lake,Waupaca,5551281,NE,69,,693095,CE,



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,09/23/1992,,,,2.94,14,,49,43,,,,,
1,02/03/1993,,,,,5,,41,,,,,,
1,05/18/1993,,,,2.91,20,,51,43,,,,,
8190629,07/23/2004,15.75,NO,4.8,,,37,,,NORMAL,,CLEAR,BLUE,
8190629,09/01/2004,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190629,06/13/2005,20,NO,6.1,,,34,,,NORMAL,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,07/03/2005,19.5,NO,5.9,,,34,,,NORMAL,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,07/19/2005,14.75,NO,4.5,,,38,,,NORMAL,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,08/07/2005,11,NO,3.3,,,43,,,NORMAL,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,07/04/2006,21.5,NO,6.5,,,33,,,NORMAL,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,07/25/2006,15.25,NO,4.6,,,38,,,LOW,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,08/13/2006,13.5,NO,4.1,,,40,,,NORMAL,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,07/01/2007,20.5,NO,6.2,,,34,,,LOW,,,BLUE,5-Enjoyment substantially impaired (algae)
8190629,07/13/2007,19.75,NO,6,,,34,,,LOW,,,BLUE,5-Enjoyment substantially impaired (algae)
8190629,08/13/2007,14.5,NO,4.4,,,39,,,LOW,,CLEAR,BLUE,5-Enjoyment substantially impaired (algae)
8190629,07/26/2009,13.75,NO,4.2,,,39,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190629,08/31/2009,15.5,NO,4.7,,,38,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190629,06/10/2010,24.5,NO,7.4,,,31,,,LOW,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190629,05/13/2015,19.5,NO,5.9,,,34,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190629,06/15/2015,16.5,NO,5,,,37,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190629,07/05/2015,13.25,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190629,08/26/2015,13.75,NO,4.2,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
1,07/26/2016,14.2,N,4.3,3.71,14.4,39,49,45,,,,,



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
09/23/1992,,,15.36,C,0.57,MG/L
02/03/1993,,,1.88,C,0.88,MG/L
07/26/2016,,,25.4,C,0.3,MG/L



Start Date,Fieldwork Comment
05/21/1994,Sunny- slight breeze- ripples.    
05/28/1994,Windy-partly cloudy.    
06/04/1994,Sunny- calm.    
06/12/1994,Sunny- breezy- storm yesterday.    
06/26/1994,Sunny- breezy.    
07/04/1994,Bright- overcast (shadows visible) - slight breeze- rain last night.    
07/10/1994,Sunny- ripples- 5+" of rain last week.    
07/17/1994,Sunny- ripples.    
07/23/1994,Partly sunny- ripples.    
07/30/1994,Sunny- breezy.    
08/07/1994,Sunny- breezy- ripples.    
08/13/1994,Overcast- but sun.  Medium ripples.  Record rain in July - 12.18".    
08/21/1994,Sunny- calm- 3" rain last week.    
08/27/1994,Sunny- medium ripples.    
09/11/1994,Sunny- breezy-small waves.    
09/18/1994,Sunny.    
10/16/1994,Breezy.    
06/04/1995,Sunny- calm.    
06/11/1995,Sunny- slight waves.    
06/18/1995,Sunny- slight waves.    
07/02/1995,Sunny- waves.    
07/09/1995,Sunny- waves.    
07/22/1995,Sunny- calm.    
07/29/1995,Sunny- gentle waves.    
08/20/1995,Sunny- calm.  8.3" rain in 10 days.    
09/04/1995,Sunny- calm.    
09/17/1995,Sunny- calm.    
10/04/1995,Sunny- calm.    
06/14/1997,Sunny and calm.    
07/27/1997,Overcast and calm    
08/03/1997,Overcast and calm    
08/13/1997,Overcast and calm    
07/01/2000,Windy- signs of beaver.    
07/30/2000,Slight breeze.    
06/24/2001,Beaver dam built in channel.    
07/26/2009,Breezy
06/10/2010,Sunny
05/13/2015,4 ? inches of rain this past week   4 ? inches of rain this past week 4 ? inches of rain this past week




Start Date,Group Name,Project Name
09/23/1992,Data Collectors,CHAIN O'LAKES PROTECTIVE ASSOCIATION: Little Waupaca Chain O Lakes Management Planning
09/23/1992,Data Collectors,LAKE MGT PROJECTS
02/03/1993,Data Collectors,CHAIN O'LAKES PROTECTIVE ASSOCIATION: Little Waupaca Chain O Lakes Management Planning
02/03/1993,Data Collectors,LAKE MGT PROJECTS
05/18/1993,Data Collectors,CHAIN O'LAKES PROTECTIVE ASSOCIATION: Little Waupaca Chain O Lakes Management Planning
05/18/1993,Data Collectors,LAKE MGT PROJECTS
05/21/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
05/28/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/04/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/12/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/26/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/04/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/10/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/17/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/23/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/30/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/02/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/07/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/13/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/21/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/27/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/11/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/18/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/21/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
10/09/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
10/16/1994,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/04/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/11/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/18/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/02/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/09/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/22/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/29/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/20/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/04/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/17/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
10/04/1995,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
05/26/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/22/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/13/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/21/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/03/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/10/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/17/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/24/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/31/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/22/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
10/12/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
10/19/1996,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/14/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/21/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/05/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/12/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/27/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/03/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/13/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/31/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/06/1997,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
05/23/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/14/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/21/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/27/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/05/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/12/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/19/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/26/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/02/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/16/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/23/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/30/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/07/1998,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/12/1999,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/26/1999,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/11/1999,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/25/1999,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/01/1999,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/21/1999,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/06/1999,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/11/2000,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/18/2000,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/01/2000,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/16/2000,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/30/2000,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/12/2000,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/09/2000,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/24/2001,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/08/2001,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/05/2001,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/19/2001,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/03/2002,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/31/2002,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/29/2003,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/13/2003,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/31/2003,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/19/2004,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/30/2004,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/23/2004,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
09/01/2004,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
06/13/2005,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/03/2005,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/19/2005,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/07/2005,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/04/2006,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/25/2006,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/13/2006,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/01/2007,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
07/13/2007,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
08/13/2007,Jackie Stanislawski,Citizen Lake Monitoring - Water Quality - Knight Lake; Deep Hole - Waupaca Co
